file,i,n.opp,n.opp2,n.evt,n.evt.,beads,pro,syn,pico,origin,offset.small.D1,offset.large.D1,offset.small.D2,offset.large.D2,width
2011_276/478.evt,2.5,16307,16307,3597438,3577537,1,13563,270,357,0,0,-19626,0,-15587,2500
2011_276/478.evt,97.5,17059,17059,3597438,3577537,2,14149,285,378,0,0,-50380,0,-50598,2500
2011_277/273.evt,mean,14772,14772,3477632,3463199,4,11718,196,345,0,0,-35003,0,-33092,2500
2011_277/273.evt,2.5,14400,14400,3477632,3463199,4,11412,188,344,0,0,-19626,0,-15587,2500
2011_277/273.evt,97.5,15104,15104,3477632,3463199,4,11961,199,358,0,0,-50380,0,-50598,2500
2011_277/274.evt,mean,14837,14837,3483008,3468753,7,12087,218,403,0,0,-35003,0,-33092,2500
2011_277/274.evt,2.5,14516,14516,3483008,3468753,7,11827,214,397,0,0,-19626,0,-15587,2500
2011_277/274.evt,97.5,15186,15186,3483008,3468753,7,12359,228,413,0,0,-50380,0,-50598,2500
2011_277/275.evt,mean,15139,15139,3495680,3481385,4,12108,264,378,0,0,-35003,0,-33092,2500
2011_277/275.evt,2.5,14786,14786,3495680,3481385,4,11823,258,374,0,0,-19626,0,-15587,2500
2011_277/275.evt,97.5,15487,15487,3495680,3481385,4,12374,274,387,0,0,-50380,0,-50598,2500
2011_280/102.evt,mean,14609,14609,3384704,3374219,4,7395,1156,991,0,0,-35003,0,-33092,2500
2011_280/102.evt,2.5,14220,14220,3384704,3374219,4,7211,1126,968,0,0,-19626,0,-15587,2500
2011_280/102.evt,97.5,15005,15005,3384704,3374219,4,7574,1191,1025,0,0,-50380,0,-50598,2500
2011_280/17.evt,mean,12686,12686,3823360,3821472,1,3966,2668,1922,0,0,-35003,0,-33092,2500
2011_280/17.evt,2.5,12190,12190,3823360,3821472,1,3777,2568,1879,0,0,-19626,0,-15587,2500
2011_280/17.evt,97.5,13222,13222,3823360,3821472,1,4161,2776,1985,0,0,-50380,0,-50598,2500
2011_280/22.evt,mean,12761,12761,3831680,3829568,2,3839,2663,1851,0,0,-35003,0,-33092,2500
2011_280/22.evt,2.5,12209,12209,3831680,3829568,2,3637,2544,1825,0,0,-19626,0,-15587,2500
2011_280/22.evt,97.5,13336,13336,3831680,3829568,3,4015,2775,1926,0,0,-50380,0,-50598,2500
2011_280/26.evt,mean,12876,12876,3865729,3863756,2,3719,2755,2074,0,0,-35003,0,-33092,2500
2011_280/26.evt,2.5,12345,12345,3865729,3863756,2,3552,2637,2028,0,0,-19626,0,-15587,2500
2011_280/26.evt,97.5,13472,13472,3865729,3863756,2,3897,2880,2148,0,0,-50380,0,-50598,2500
2011_280/412.evt,mean,10561,10561,4669056,4669011,1,665,4718,2546,0,0,-35003,0,-33092,2500
2011_280/412.evt,2.5,9911,9911,4669056,4669011,1,615,4439,2469,0,0,-19626,0,-15587,2500
2011_280/412.evt,97.5,11288,11288,4669056,4669011,1,742,5035,2650,0,0,-50380,0,-50598,2500
2011_280/418.evt,mean,10818,10818,4697856,4697820,1,630,4931,2700,0,0,-35003,0,-33092,2500
2011_280/418.evt,2.5,10195,10195,4697856,4697820,1,572,4653,2622,0,0,-19626,0,-15587,2500
2011_280/418.evt,97.5,11534,11534,4697856,4697820,1,686,5232,2835,0,0,-50380,0,-50598,2500
2011_280/422.evt,mean,10795,10795,4699776,4699733,2,780,4662,2779,0,0,-35003,0,-33092,2500
2011_280/422.evt,2.5,10182,10182,4699776,4699733,2,699,4386,2699,0,0,-19626,0,-15587,2500
2011_280/422.evt,97.5,11501,11501,4699776,4699733,2,862,4937,2900,0,0,-50380,0,-50598,2500
2011_280/61.evt,mean,11930,11930,4012288,4011016,1,3024,2557,2174,0,0,-35003,0,-33092,2500
2011_280/61.evt,2.5,11349,11349,4012288,4011016,1,2863,2423,2137,0,0,-19626,0,-15587,2500
2011_280/61.evt,97.5,12540,12540,4012288,4011016,1,3201,2686,2253,0,0,-50380,0,-50598,2500
2011_280/66.evt,mean,11059,11059,4032896,4032248,5,2543,2306,2084,0,0,-35003,0,-33092,2500
2011_280/66.evt,2.5,10541,10541,4032896,4032248,4,2406,2191,2041,0,0,-19626,0,-15587,2500
2011_280/66.evt,97.5,11657,11657,4032896,4032248,5,2711,2402,2158,0,0,-50380,0,-50598,2500
2011_280/71.evt,mean,11813,11813,4029568,4028231,2,2900,2614,2123,0,0,-35003,0,-33092,2500
2011_280/71.evt,2.5,11254,11254,4029568,4028231,2,2725,2480,2085,0,0,-19626,0,-15587,2500
2011_280/71.evt,97.5,12396,12396,4029568,4028231,2,3050,2750,2204,0,0,-50380,0,-50598,2500
2011_280/93.evt,mean,14861,14861,3462272,3452757,3,8244,1335,1001,0,0,-35003,0,-33092,2500
2011_280/93.evt,2.5,14443,14443,3462272,3452757,3,8030,1287,970,0,0,-19626,0,-15587,2500
2011_280/93.evt,97.5,15281,15281,3462272,3452757,3,8466,1365,1046,0,0,-50380,0,-50598,2500
2011_280/98.evt,mean,15082,15082,3432192,3421957,4,9321,1232,1024,0,0,-35003,0,-33092,2500
2011_280/98.evt,2.5,14685,14685,3432192,3421957,4,9078,1198,1000,0,0,-19626,0,-15587,2500
2011_280/98.evt,97.5,15538,15538,3432192,3421957,5,9580,1257,1065,0,0,-50380,0,-50598,2500
2011_281/353.evt,mean,7649,7649,3755776,3755761,1,195,2644,2504,0,0,-35003,0,-33092,2500
2011_281/353.evt,2.5,7048,7048,3755776,3755761,1,172,2450,2367,0,0,-19626,0,-15587,2500
2011_281/353.evt,97.5,8350,8350,3755776,3755761,1,221,2885,2684,0,0,-50380,0,-50598,2500
2011_281/355.evt,mean,7577,7577,3751808,3751803,6,234,2651,2367,0,0,-35003,0,-33092,2500
2011_281/355.evt,2.5,6947,6947,3751808,3751803,6,201,2423,2247,0,0,-19626,0,-15587,2500
2011_281/355.evt,97.5,8237,8237,3751808,3751803,6,270,2870,2511,0,0,-50380,0,-50598,2500
2011_281/357.evt,mean,7683,7683,3770880,3770867,2,219,2672,2480,0,0,-35003,0,-33092,2500
2011_281/357.evt,2.5,7091,7091,3770880,3770867,2,197,2433,2360,0,0,-19626,0,-15587,2500
2011_281/357.evt,97.5,8341,8341,3770880,3770867,2,247,2890,2663,0,0,-50380,0,-50598,2500
2011_282/353.evt,mean,5576,5576,3683840,3683838,2,197,1943,1788,0,0,-35003,0,-33092,2500
2011_282/353.evt,2.5,5084,5084,3683840,3683838,2,175,1722,1710,0,0,-19626,0,-15587,2500
2011_282/353.evt,97.5,6175,6175,3683840,3683838,2,227,2154,1938,0,0,-50380,0,-50598,2500
2011_282/354.evt,mean,5655,5655,3669888,3669878,2,201,1990,1821,0,0,-35003,0,-33092,2500
2011_282/354.evt,2.5,5176,5176,3669888,3669878,2,179,1810,1730,0,0,-19626,0,-15587,2500
2011_282/354.evt,97.5,6257,6257,3669888,3669878,2,226,2202,1986,0,0,-50380,0,-50598,2500
2011_282/356.evt,mean,5718,5718,3691651,3691645,2,195,1968,1907,0,0,-35003,0,-33092,2500
2011_282/356.evt,2.5,5200,5200,3691651,3691645,2,172,1759,1800,0,0,-19626,0,-15587,2500
2011_282/356.evt,97.5,6331,6331,3691651,3691645,2,214,2183,2077,0,0,-50380,0,-50598,2500
2011_282/430.evt,mean,6408,6408,3686144,3686136,2,280,2416,1974,0,0,-35003,0,-33092,2500
2011_282/430.evt,2.5,5908,5908,3686144,3686136,2,245,2224,1868,0,0,-19626,0,-15587,2500
2011_282/430.evt,97.5,7023,7023,3686144,3686136,2,315,2640,2130,0,0,-50380,0,-50598,2500
2011_282/431.evt,mean,6519,6519,3681024,3681021,5,371,2481,2013,0,0,-35003,0,-33092,2500
2011_282/431.evt,2.5,5906,5906,3681024,3681021,5,321,2231,1882,0,0,-19626,0,-15587,2500
2011_282/431.evt,97.5,7158,7158,3681024,3681021,5,416,2704,2178,0,0,-50380,0,-50598,2500
2011_282/432.evt,mean,6462,6462,3691776,3691772,5,374,2370,2037,0,0,-35003,0,-33092,2500
2011_282/432.evt,2.5,5961,5961,3691776,3691772,5,325,2160,1958,0,0,-19626,0,-15587,2500
2011_282/432.evt,97.5,7090,7090,3691776,3691772,5,424,2586,2212,0,0,-50380,0,-50598,2500
2011_282/446.evt,mean,6747,6747,3673344,3673335,5,354,2553,1970,0,0,-35003,0,-33092,2500
2011_282/446.evt,2.5,6220,6220,3673344,3673335,5,310,2344,1866,0,0,-19626,0,-15587,2500
2011_282/446.evt,97.5,7393,7393,3673344,3673335,5,405,2802,2116,0,0,-50380,0,-50598,2500
2011_282/450.evt,mean,6583,6583,3665024,3665011,2,381,2484,2071,0,0,-35003,0,-33092,2500
2011_282/450.evt,2.5,6051,6051,3665024,3665011,2,333,2258,1979,0,0,-19626,0,-15587,2500
2011_282/450.evt,97.5,7228,7228,3665024,3665011,2,429,2735,2221,0,0,-50380,0,-50598,2500
2011_282/455.evt,mean,6891,6891,3710976,3710968,3,575,2658,2054,0,0,-35003,0,-33092,2500
2011_282/455.evt,2.5,6338,6338,3710976,3710968,3,510,2433,1965,0,0,-19626,0,-15587,2500
2011_282/455.evt,97.5,7556,7556,3710976,3710968,3,644,2906,2203,0,0,-50380,0,-50598,2500
