file,n.opp,n.evt,n.evt.,beads,pro,syn,pico,origin,offset.small.D1,offset.large.D1,offset.small.D2,offset.large.D2,width,corr
2011_274/264.evt,5166,3073152,3073143,1,153,2455,1654,0,-2500,-41441,-2500,-39690,2500,-2500
2011_274/264.evt,5699,3073152,3073143,2,181,2712,1775,0,-2000,-40941,-2000,-39190,2500,-2000
2011_274/264.evt,6248,3073152,3073143,2,216,2977,1897,0,-1500,-40441,-1500,-38690,2500,-1500
2011_274/264.evt,6823,3073152,3073143,2,249,3256,2020,0,-1000,-39941,-1000,-38190,2500,-1000
2011_274/264.evt,7388,3073152,3073143,2,297,3538,2132,0,-500,-39441,-500,-37690,2500,-500
2011_274/264.evt,7999,3073152,3073143,2,356,3822,2235,0,0,-38941,0,-37190,2500,0
2011_274/264.evt,8676,3073152,3073143,2,425,4131,2341,0,500,-38441,500,-36690,2500,500
2011_274/264.evt,9471,3073152,3073143,2,491,4464,2442,0,1000,-37941,1000,-36190,2500,1000
2011_274/264.evt,10329,3073152,3073143,2,566,4766,2522,0,1500,-37441,1500,-35690,2500,1500
2011_274/264.evt,11405,3073152,3073143,2,662,5094,2614,0,2000,-36941,2000,-35190,2500,2000
2011_274/264.evt,12686,3073152,3073143,2,769,5411,2702,0,2500,-36441,2500,-34690,2500,2500
2011_274/269.evt,5209,3075968,3075958,1,172,2479,1605,0,-2500,-41441,-2500,-39690,2500,-2500
2011_274/269.evt,5720,3075968,3075958,1,210,2722,1727,0,-2000,-40941,-2000,-39190,2500,-2000
2011_274/269.evt,6255,3075968,3075958,1,251,2986,1823,0,-1500,-40441,-1500,-38690,2500,-1500
2011_274/269.evt,6860,3075968,3075958,1,287,3291,1948,0,-1000,-39941,-1000,-38190,2500,-1000
2011_274/269.evt,7471,3075968,3075958,1,343,3587,2052,0,-500,-39441,-500,-37690,2500,-500
2011_274/269.evt,8107,3075968,3075958,1,386,3912,2161,0,0,-38941,0,-37190,2500,0
2011_274/269.evt,8788,3075968,3075958,1,445,4226,2257,0,500,-38441,500,-36690,2500,500
2011_274/269.evt,9499,3075968,3075958,1,532,4500,2348,0,1000,-37941,1000,-36190,2500,1000
2011_274/269.evt,10397,3075968,3075958,1,615,4786,2448,0,1500,-37441,1500,-35690,2500,1500
2011_274/269.evt,11515,3075968,3075958,2,708,5112,2550,0,2000,-36941,2000,-35190,2500,2000
2011_274/269.evt,12777,3075968,3075958,2,813,5464,2638,0,2500,-36441,2500,-34690,2500,2500
2011_274/275.evt,4799,3091584,3091581,0,106,1726,2164,0,-2500,-41441,-2500,-39690,2500,-2500
2011_274/275.evt,5321,3091584,3091581,0,131,1950,2332,0,-2000,-40941,-2000,-39190,2500,-2000
2011_274/275.evt,5838,3091584,3091581,0,161,2173,2485,0,-1500,-40441,-1500,-38690,2500,-1500
2011_274/275.evt,6370,3091584,3091581,0,201,2404,2641,0,-1000,-39941,-1000,-38190,2500,-1000
2011_274/275.evt,6989,3091584,3091581,0,251,2635,2837,0,-500,-39441,-500,-37690,2500,-500
2011_274/275.evt,7612,3091584,3091581,0,311,2897,3020,0,0,-38941,0,-37190,2500,0
2011_274/275.evt,8320,3091584,3091581,0,397,3168,3208,0,500,-38441,500,-36690,2500,500
2011_274/275.evt,9043,3091584,3091581,0,485,3426,3396,0,1000,-37941,1000,-36190,2500,1000
2011_274/275.evt,9863,3091584,3091581,0,612,3694,3556,0,1500,-37441,1500,-35690,2500,1500
2011_274/275.evt,10815,3091584,3091581,0,789,3947,3689,0,2000,-36941,2000,-35190,2500,2000
2011_274/275.evt,11878,3091584,3091581,0,951,4205,3864,0,2500,-36441,2500,-34690,2500,2500
2011_274/74.evt,4675,3381248,3381244,2,55,2676,1298,0,-2500,-41441,-2500,-39690,2500,-2500
2011_274/74.evt,5293,3381248,3381244,2,66,3061,1419,0,-2000,-40941,-2000,-39190,2500,-2000
2011_274/74.evt,5973,3381248,3381244,2,78,3494,1558,0,-1500,-40441,-1500,-38690,2500,-1500
2011_274/74.evt,6648,3381248,3381244,2,94,3896,1698,0,-1000,-39941,-1000,-38190,2500,-1000
2011_274/74.evt,7408,3381248,3381244,2,117,4391,1826,0,-500,-39441,-500,-37690,2500,-500
2011_274/74.evt,8142,3381248,3381244,2,148,4850,1943,0,0,-38941,0,-37190,2500,0
2011_274/74.evt,8947,3381248,3381244,2,190,5357,2070,0,500,-38441,500,-36690,2500,500
2011_274/74.evt,9775,3381248,3381244,2,222,5879,2185,0,1000,-37941,1000,-36190,2500,1000
2011_274/74.evt,10615,3381248,3381244,2,257,6365,2304,0,1500,-37441,1500,-35690,2500,1500
2011_274/74.evt,11515,3381248,3381244,2,301,6906,2396,0,2000,-36941,2000,-35190,2500,2000
2011_274/74.evt,12508,3381248,3381244,2,351,7472,2502,0,2500,-36441,2500,-34690,2500,2500
2011_274/75.evt,4711,3388416,3388414,2,68,2675,1349,0,-2500,-41441,-2500,-39690,2500,-2500
2011_274/75.evt,5310,3388416,3388414,2,81,3051,1483,0,-2000,-40941,-2000,-39190,2500,-2000
2011_274/75.evt,5989,3388416,3388414,2,93,3447,1656,0,-1500,-40441,-1500,-38690,2500,-1500
2011_274/75.evt,6670,3388416,3388414,2,109,3876,1792,0,-1000,-39941,-1000,-38190,2500,-1000
2011_274/75.evt,7382,3388416,3388414,2,130,4304,1939,0,-500,-39441,-500,-37690,2500,-500
2011_274/75.evt,8101,3388416,3388414,2,166,4750,2061,0,0,-38941,0,-37190,2500,0
2011_274/75.evt,8929,3388416,3388414,2,196,5296,2192,0,500,-38441,500,-36690,2500,500
