V1,V2
25727.3249870925,39029.6367663556
12899.3605788024,37176.7569376756
7443.67705284604,32582.0666877143
5021.72414807915,19984.3794850793
8004.3401819957,8788.85526120061
19778.2658941387,3071.70864136197
31982.8719373271,17289.9598735215
32519.5751036926,32782.5197296938
