V1,V2
31221.54411986,35066.1517693077
18339.8694616621,31403.5479982491
14976.0903531206,24257.6188810011
17717.3097619866,14289.4157974517
25224.1657686248,10684.0843241016
33320.0375270406,11454.235397864
37273.4313864292,13446.8676994734
41512.9471347322,23453.3867568418
42200.7977329945,33514.1531666171
