V1,V2
26067.8437441031,38883.9077667727
19804.5066767004,35309.4058113484
18866.3352309976,24548.8680677854
22868.3445440783,14465.5507801646
34895.4549877182,14458.1444047065
42203.7509687517,20780.4116550543
43916.0169781046,35004.8186206376
41410.4071619557,40020.3235011119
