file,i,n.opp,n.opp2,n.evt,n.evt.,beads,pro,syn,pico,origin,offset.small.D1,offset.large.D1,offset.small.D2,offset.large.D2,width
2016-04-21T01-15-37-00-00,mean,1828,1828,1837824,1837824,25,1687,15,7,0,0,-65535,0,-72408,2500
2016-04-21T01-15-37-00-00,97.5,1596,1596,1837824,1837824,31,1479,15,7,0,-1137,-75923,-1705,-84244,2500
2016-04-21T01-15-37-00-00,2.5,2099,2099,1837824,1837824,19,1894,17,8,0,1137,-55146,1654,-60573,2500
2016-04-21T15-10-38-00-00,mean,2173,2173,2188800,2188800,40,1886,21,13,0,0,-65535,0,-72408,2500
2016-04-21T15-10-38-00-00,97.5,1749,1749,2188800,2188800,44,1531,18,13,0,-1137,-75923,-1705,-84244,2500
2016-04-21T15-10-38-00-00,2.5,2597,2597,2188800,2188800,24,2232,21,15,0,1137,-55146,1654,-60573,2500
2016-04-23T01-54-41-00-00,mean,1253,1253,1683584,1683584,50,1019,72,20,0,0,-65535,0,-72408,2500
2016-04-23T01-54-41-00-00,97.5,1064,1064,1683584,1683584,57,854,69,19,0,-1137,-75923,-1705,-84244,2500
2016-04-23T01-54-41-00-00,2.5,1469,1469,1683584,1683584,42,1173,77,20,0,1137,-55146,1654,-60573,2500
2016-04-23T15-22-39-00-00,mean,1419,1419,2049024,2049024,26,1155,83,24,0,0,-65535,0,-72408,2500
2016-04-23T15-22-39-00-00,97.5,1161,1161,2049024,2049024,29,928,76,25,0,-1137,-75923,-1705,-84244,2500
2016-04-23T15-22-39-00-00,2.5,1721,1721,2049024,2049024,13,1420,85,20,0,1137,-55146,1654,-60573,2500
2016-04-25T01-24-38-00-00,mean,1485,1485,2680192,2680192,40,786,368,67,0,0,-65535,0,-72408,2500
2016-04-25T01-24-38-00-00,97.5,1303,1303,2680192,2680192,49,668,353,63,0,-1137,-75923,-1705,-84244,2500
2016-04-25T01-24-38-00-00,2.5,1720,1720,2680192,2680192,32,892,386,74,0,1137,-55146,1654,-60573,2500
2016-04-25T14-57-14-00-00,mean,885,885,3113600,3113600,41,613,33,62,0,0,-65535,0,-72408,2500
2016-04-25T14-57-14-00-00,97.5,740,740,3113600,3113600,54,490,30,59,0,-1137,-75923,-1705,-84244,2500
2016-04-25T14-57-14-00-00,2.5,1043,1043,3113600,3113600,25,734,34,64,0,1137,-55146,1654,-60573,2500
2016-04-26T15-07-38-00-00,mean,533,533,2955520,2955520,14,127,60,173,0,0,-65535,0,-72408,2500
2016-04-26T15-07-38-00-00,97.5,443,443,2955520,2955520,18,77,54,166,0,-1137,-75923,-1705,-84244,2500
2016-04-26T15-07-38-00-00,2.5,639,639,2955520,2955520,8,182,62,182,0,1137,-55146,1654,-60573,2500
2016-04-28T03-42-14-00-00,mean,410,410,3017856,3017856,24,7,71,123,0,0,-65535,0,-72408,2500
2016-04-28T03-42-14-00-00,97.5,367,367,3017856,3017856,31,6,62,125,0,-1137,-75923,-1705,-84244,2500
2016-04-28T03-42-14-00-00,2.5,466,466,3017856,3017856,12,8,77,121,0,1137,-55146,1654,-60573,2500
2016-04-28T15-07-06-00-00,mean,237,237,3415040,3415040,7,32,14,70,0,0,-65535,0,-72408,2500
2016-04-28T15-07-06-00-00,97.5,206,206,3415040,3415040,10,23,13,69,0,-1137,-75923,-1705,-84244,2500
2016-04-28T15-07-06-00-00,2.5,283,283,3415040,3415040,5,47,19,69,0,1137,-55146,1654,-60573,2500
2016-04-29T06-50-43-00-00,mean,839,839,2653568,2653568,5,108,183,248,0,0,-65535,0,-72408,2500
2016-04-29T06-50-43-00-00,97.5,688,688,2653568,2653568,5,75,161,245,0,-1137,-75923,-1705,-84244,2500
2016-04-29T06-50-43-00-00,2.5,1029,1029,2653568,2653568,2,157,197,258,0,1137,-55146,1654,-60573,2500
2016-04-30T15-01-40-00-00,mean,687,687,3082624,3082624,3,371,113,82,0,0,-65535,0,-72408,2500
2016-04-30T15-01-40-00-00,97.5,573,573,3082624,3082624,3,292,103,81,0,-1137,-75923,-1705,-84244,2500
2016-04-30T15-01-40-00-00,2.5,849,849,3082624,3082624,3,478,122,85,0,1137,-55146,1654,-60573,2500
2016-05-01T15-01-42-00-00,mean,1315,1315,2156032,2156032,8,1036,93,12,0,0,-65535,0,-72408,2500
2016-05-01T15-01-42-00-00,97.5,1044,1044,2156032,2156032,12,815,82,14,0,-1137,-75923,-1705,-84244,2500
2016-05-01T15-01-42-00-00,2.5,1635,1635,2156032,2156032,6,1274,96,10,0,1137,-55146,1654,-60573,2500
2016-05-02T19-27-11-00-00,mean,1564,1564,1913984,1913984,2,1329,85,7,0,0,-65535,0,-72408,2500
2016-05-02T19-27-11-00-00,97.5,1277,1277,1913984,1913984,3,1083,80,11,0,-1137,-75923,-1705,-84244,2500
2016-05-02T19-27-11-00-00,2.5,1856,1856,1913984,1913984,1,1570,87,7,0,1137,-55146,1654,-60573,2500
