file,n.opp,n.evt,n.evt.,beads,pro,syn,pico,origin,offset.small.D1,offset.large.D1,offset.small.D2,offset.large.D2,width,corr
2016-04-21T01-15-37-00-00,1780,1837824,1837824,66,1597,17,10,-1120,931,-64604,-930,-73339,2500,6928.5
2016-04-21T01-15-37-00-00,349818,1837824,1837824,587,16775,87,322,-1120,27859,-37676,25998,-46410,2500,-20000
2016-04-21T01-15-37-00-00,318568,1837824,1837824,544,13693,77,240,-1120,25359,-40176,23498,-48910,2500,-17500
2016-04-21T01-15-37-00-00,292155,1837824,1837824,504,11046,67,171,-1120,22859,-42676,20998,-51410,2500,-15000
2016-04-21T01-15-37-00-00,265279,1837824,1837824,470,8844,59,124,-1120,20359,-45176,18498,-53910,2500,-12500
2016-04-21T01-15-37-00-00,236765,1837824,1837824,449,7251,53,99,-1120,17859,-47676,15998,-56410,2500,-10000
2016-04-21T01-15-37-00-00,210704,1837824,1837824,422,5971,48,82,-1120,15359,-50176,13498,-58910,2500,-7500
2016-04-21T01-15-37-00-00,188064,1837824,1837824,404,5023,45,72,-1120,12859,-52676,10998,-61410,2500,-5000
2016-04-21T01-15-37-00-00,162271,1837824,1837824,371,4107,38,62,-1120,10359,-55176,8498,-63910,2500,-2500
2016-04-21T01-15-37-00-00,113652,1837824,1837824,329,3309,33,53,-1120,7859,-57676,5998,-66410,2500,0
2016-04-21T01-15-37-00-00,7057,1837824,1837824,287,2592,27,41,-1120,5359,-60176,3498,-68910,2500,2500
2016-04-21T01-15-37-00-00,2411,1837824,1837824,176,2019,22,23,-1120,2859,-62676,998,-71410,2500,5000
2016-04-21T01-15-37-00-00,1617,1837824,1837824,33,1477,17,8,-1120,359,-65176,-1502,-73910,2500,7500
2016-04-21T01-15-37-00-00,926,1837824,1837824,4,867,13,4,-1120,-2141,-67676,-4002,-76410,2500,10000
2016-04-21T01-15-37-00-00,297,1837824,1837824,1,270,4,1,-1120,-4641,-70176,-6502,-78910,2500,12500
2016-04-21T01-15-37-00-00,34,1837824,1837824,0,27,1,0,-1120,-7141,-72676,-9002,-81410,2500,15000
2016-04-21T15-10-38-00-00,2021,2188800,2188800,57,1747,18,18,-976,931,-64604,-930,-73339,2500,6928.5
2016-04-21T15-10-38-00-00,456916,2188800,2188800,434,20567,92,424,-976,27859,-37676,25998,-46410,2500,-20000
2016-04-21T15-10-38-00-00,404292,2188800,2188800,409,17841,79,322,-976,25359,-40176,23498,-48910,2500,-17500
2016-04-21T15-10-38-00-00,360983,2188800,2188800,396,14700,70,247,-976,22859,-42676,20998,-51410,2500,-15000
2016-04-21T15-10-38-00-00,320357,2188800,2188800,384,11830,65,206,-976,20359,-45176,18498,-53910,2500,-12500
2016-04-21T15-10-38-00-00,281123,2188800,2188800,375,9572,58,162,-976,17859,-47676,15998,-56410,2500,-10000
2016-04-21T15-10-38-00-00,248554,2188800,2188800,361,7763,52,140,-976,15359,-50176,13498,-58910,2500,-7500
2016-04-21T15-10-38-00-00,220899,2188800,2188800,347,6266,47,122,-976,12859,-52676,10998,-61410,2500,-5000
2016-04-21T15-10-38-00-00,190288,2188800,2188800,339,4915,39,105,-976,10359,-55176,8498,-63910,2500,-2500
2016-04-21T15-10-38-00-00,134137,2188800,2188800,318,3883,35,87,-976,7859,-57676,5998,-66410,2500,0
2016-04-21T15-10-38-00-00,8520,2188800,2188800,270,3049,31,69,-976,5359,-60176,3498,-68910,2500,2500
2016-04-21T15-10-38-00-00,2960,2188800,2188800,188,2377,24,46,-976,2859,-62676,998,-71410,2500,5000
2016-04-21T15-10-38-00-00,1795,2188800,2188800,33,1578,18,17,-976,359,-65176,-1502,-73910,2500,7500
2016-04-21T15-10-38-00-00,671,2188800,2188800,3,597,16,5,-976,-2141,-67676,-4002,-76410,2500,10000
2016-04-21T15-10-38-00-00,123,2188800,2188800,1,93,5,2,-976,-4641,-70176,-6502,-78910,2500,12500
2016-04-21T15-10-38-00-00,10,2188800,2188800,0,3,3,0,-976,-7141,-72676,-9002,-81410,2500,15000
2016-04-23T01-54-41-00-00,1176,1683584,1683584,79,907,88,31,-1664,931,-64604,-930,-73339,2500,6928.5
2016-04-23T01-54-41-00-00,333469,1683584,1683584,436,10608,238,381,-1664,27859,-37676,25998,-46410,2500,-20000
2016-04-23T01-54-41-00-00,306711,1683584,1683584,413,8755,223,294,-1664,25359,-40176,23498,-48910,2500,-17500
2016-04-23T01-54-41-00-00,280384,1683584,1683584,393,7203,202,207,-1664,22859,-42676,20998,-51410,2500,-15000
2016-04-23T01-54-41-00-00,250080,1683584,1683584,372,5893,181,168,-1664,20359,-45176,18498,-53910,2500,-12500
2016-04-23T01-54-41-00-00,216342,1683584,1683584,360,4942,172,134,-1664,17859,-47676,15998,-56410,2500,-10000
2016-04-23T01-54-41-00-00,186999,1683584,1683584,343,4129,165,111,-1664,15359,-50176,13498,-58910,2500,-7500
2016-04-23T01-54-41-00-00,161883,1683584,1683584,325,3424,156,91,-1664,12859,-52676,10998,-61410,2500,-5000
2016-04-23T01-54-41-00-00,134073,1683584,1683584,308,2793,148,77,-1664,10359,-55176,8498,-63910,2500,-2500
2016-04-23T01-54-41-00-00,86303,1683584,1683584,274,2204,130,69,-1664,7859,-57676,5998,-66410,2500,0
2016-04-23T01-54-41-00-00,5484,1683584,1683584,240,1669,120,63,-1664,5359,-60176,3498,-68910,2500,2500
2016-04-23T01-54-41-00-00,1725,1683584,1683584,190,1233,101,45,-1664,2859,-62676,998,-71410,2500,5000
2016-04-23T01-54-41-00-00,1016,1683584,1683584,43,807,83,22,-1664,359,-65176,-1502,-73910,2500,7500
2016-04-23T01-54-41-00-00,559,1683584,1683584,5,458,58,10,-1664,-2141,-67676,-4002,-76410,2500,10000
2016-04-23T01-54-41-00-00,224,1683584,1683584,2,170,36,3,-1664,-4641,-70176,-6502,-78910,2500,12500
2016-04-23T01-54-41-00-00,51,1683584,1683584,0,30,15,1,-1664,-7141,-72676,-9002,-81410,2500,15000
2016-04-23T15-22-39-00-00,1337,2049024,2049024,31,1076,81,32,-688,931,-64604,-930,-73339,2500,6928.5
2016-04-23T15-22-39-00-00,430333,2049024,2049024,317,16957,320,405,-688,27859,-37676,25998,-46410,2500,-20000
2016-04-23T15-22-39-00-00,386026,2049024,2049024,289,14231,300,319,-688,25359,-40176,23498,-48910,2500,-17500
2016-04-23T15-22-39-00-00,346542,2049024,2049024,263,11506,266,257,-688,22859,-42676,20998,-51410,2500,-15000
2016-04-23T15-22-39-00-00,306262,2049024,2049024,244,9216,240,210,-688,20359,-45176,18498,-53910,2500,-12500
2016-04-23T15-22-39-00-00,265251,2049024,2049024,226,7440,221,171,-688,17859,-47676,15998,-56410,2500,-10000
2016-04-23T15-22-39-00-00,229127,2049024,2049024,215,6003,208,153,-688,15359,-50176,13498,-58910,2500,-7500
2016-04-23T15-22-39-00-00,198603,2049024,2049024,205,4790,185,127,-688,12859,-52676,10998,-61410,2500,-5000
2016-04-23T15-22-39-00-00,165745,2049024,2049024,192,3683,168,113,-688,10359,-55176,8498,-63910,2500,-2500
2016-04-23T15-22-39-00-00,103727,2049024,2049024,172,2804,151,100,-688,7859,-57676,5998,-66410,2500,0
2016-04-23T15-22-39-00-00,4679,2049024,2049024,144,2146,129,84,-688,5359,-60176,3498,-68910,2500,2500
2016-04-23T15-22-39-00-00,1971,2049024,2049024,91,1510,109,56,-688,2859,-62676,998,-71410,2500,5000
2016-04-23T15-22-39-00-00,1164,2049024,2049024,24,941,78,21,-688,359,-65176,-1502,-73910,2500,7500
2016-04-23T15-22-39-00-00,457,2049024,2049024,0,351,58,6,-688,-2141,-67676,-4002,-76410,2500,10000
2016-04-23T15-22-39-00-00,121,2049024,2049024,0,71,30,3,-688,-4641,-70176,-6502,-78910,2500,12500
2016-04-23T15-22-39-00-00,21,2049024,2049024,0,7,7,1,-688,-7141,-72676,-9002,-81410,2500,15000
2016-04-25T01-24-38-00-00,1442,2680192,2680192,60,737,358,78,-464,931,-64604,-930,-73339,2500,6928.5
2016-04-25T01-24-38-00-00,390693,2680192,2680192,608,12715,2097,794,-464,27859,-37676,25998,-46410,2500,-20000
2016-04-25T01-24-38-00-00,350002,2680192,2680192,556,9852,1810,634,-464,25359,-40176,23498,-48910,2500,-17500
2016-04-25T01-24-38-00-00,312193,2680192,2680192,518,7591,1532,541,-464,22859,-42676,20998,-51410,2500,-15000
2016-04-25T01-24-38-00-00,272859,2680192,2680192,486,6082,1332,447,-464,20359,-45176,18498,-53910,2500,-12500
2016-04-25T01-24-38-00-00,230706,2680192,2680192,458,4977,1158,389,-464,17859,-47676,15998,-56410,2500,-10000
2016-04-25T01-24-38-00-00,193228,2680192,2680192,439,4030,1030,332,-464,15359,-50176,13498,-58910,2500,-7500
2016-04-25T01-24-38-00-00,161451,2680192,2680192,415,3199,899,281,-464,12859,-52676,10998,-61410,2500,-5000
2016-04-25T01-24-38-00-00,129683,2680192,2680192,376,2484,776,248,-464,10359,-55176,8498,-63910,2500,-2500
2016-04-25T01-24-38-00-00,79608,2680192,2680192,316,1925,629,219,-464,7859,-57676,5998,-66410,2500,0
2016-04-25T01-24-38-00-00,5074,2680192,2680192,256,1442,513,183,-464,5359,-60176,3498,-68910,2500,2500
2016-04-25T01-24-38-00-00,2098,2680192,2680192,159,1004,426,129,-464,2859,-62676,998,-71410,2500,5000
2016-04-25T01-24-38-00-00,1272,2680192,2680192,36,659,341,72,-464,359,-65176,-1502,-73910,2500,7500
2016-04-25T01-24-38-00-00,728,2680192,2680192,3,389,240,20,-464,-2141,-67676,-4002,-76410,2500,10000
2016-04-25T01-24-38-00-00,331,2680192,2680192,0,155,137,9,-464,-4641,-70176,-6502,-78910,2500,12500
2016-04-25T01-24-38-00-00,76,2680192,2680192,0,33,34,3,-464,-7141,-72676,-9002,-81410,2500,15000
2016-04-25T14-57-14-00-00,897,3113600,3113600,102,562,27,95,-2160,931,-64604,-930,-73339,2500,6928.5
2016-04-25T14-57-14-00-00,343468,3113600,3113600,755,29008,333,898,-2160,27859,-37676,25998,-46410,2500,-20000
2016-04-25T14-57-14-00-00,275501,3113600,3113600,701,22893,304,725,-2160,25359,-40176,23498,-48910,2500,-17500
2016-04-25T14-57-14-00-00,221030,3113600,3113600,659,17541,263,597,-2160,22859,-42676,20998,-51410,2500,-15000
2016-04-25T14-57-14-00-00,167463,3113600,3113600,592,13260,229,497,-2160,20359,-45176,18498,-53910,2500,-12500
2016-04-25T14-57-14-00-00,116833,3113600,3113600,554,9993,194,433,-2160,17859,-47676,15998,-56410,2500,-10000
2016-04-25T14-57-14-00-00,80047,3113600,3113600,524,7275,157,380,-2160,15359,-50176,13498,-58910,2500,-7500
2016-04-25T14-57-14-00-00,54798,3113600,3113600,492,5183,122,340,-2160,12859,-52676,10998,-61410,2500,-5000
2016-04-25T14-57-14-00-00,34607,3113600,3113600,451,3703,91,295,-2160,10359,-55176,8498,-63910,2500,-2500
2016-04-25T14-57-14-00-00,15399,3113600,3113600,411,2547,65,250,-2160,7859,-57676,5998,-66410,2500,0
2016-04-25T14-57-14-00-00,3112,3113600,3113600,358,1575,53,203,-2160,5359,-60176,3498,-68910,2500,2500
2016-04-25T14-57-14-00-00,1540,3113600,3113600,243,887,34,155,-2160,2859,-62676,998,-71410,2500,5000
2016-04-25T14-57-14-00-00,733,3113600,3113600,56,487,25,72,-2160,359,-65176,-1502,-73910,2500,7500
2016-04-25T14-57-14-00-00,325,3113600,3113600,9,244,15,17,-2160,-2141,-67676,-4002,-76410,2500,10000
2016-04-25T14-57-14-00-00,110,3113600,3113600,1,81,8,4,-2160,-4641,-70176,-6502,-78910,2500,12500
2016-04-25T14-57-14-00-00,15,3113600,3113600,0,10,1,0,-2160,-7141,-72676,-9002,-81410,2500,15000
2016-04-26T15-07-38-00-00,403,2955520,2955520,10,90,54,128,1024,931,-64604,-930,-73339,2500,6928.5
2016-04-26T15-07-38-00-00,404292,2955520,2955520,337,13382,680,2030,1024,27859,-37676,25998,-46410,2500,-20000
2016-04-26T15-07-38-00-00,316057,2955520,2955520,293,10539,581,1632,1024,25359,-40176,23498,-48910,2500,-17500
2016-04-26T15-07-38-00-00,239120,2955520,2955520,264,8158,504,1357,1024,22859,-42676,20998,-51410,2500,-15000
2016-04-26T15-07-38-00-00,173992,2955520,2955520,249,6046,447,1169,1024,20359,-45176,18498,-53910,2500,-12500
2016-04-26T15-07-38-00-00,119586,2955520,2955520,241,4335,383,1002,1024,17859,-47676,15998,-56410,2500,-10000
2016-04-26T15-07-38-00-00,79113,2955520,2955520,222,2965,332,861,1024,15359,-50176,13498,-58910,2500,-7500
2016-04-26T15-07-38-00-00,53009,2955520,2955520,213,1944,279,748,1024,12859,-52676,10998,-61410,2500,-5000
2016-04-26T15-07-38-00-00,34476,2955520,2955520,199,1205,221,638,1024,10359,-55176,8498,-63910,2500,-2500
2016-04-26T15-07-38-00-00,15891,2955520,2955520,170,699,166,502,1024,7859,-57676,5998,-66410,2500,0
2016-04-26T15-07-38-00-00,1726,2955520,2955520,119,411,119,373,1024,5359,-60176,3498,-68910,2500,2500
2016-04-26T15-07-38-00-00,787,2955520,2955520,57,198,78,230,1024,2859,-62676,998,-71410,2500,5000
2016-04-26T15-07-38-00-00,324,2955520,2955520,5,66,52,104,1024,359,-65176,-1502,-73910,2500,7500
2016-04-26T15-07-38-00-00,126,2955520,2955520,0,16,32,35,1024,-2141,-67676,-4002,-76410,2500,10000
2016-04-26T15-07-38-00-00,32,2955520,2955520,0,4,13,7,1024,-4641,-70176,-6502,-78910,2500,12500
2016-04-28T03-42-14-00-00,348,3017856,3017856,13,7,59,112,256,931,-64604,-930,-73339,2500,6928.5
2016-04-28T03-42-14-00-00,352660,3017856,3017856,283,353,889,1658,256,27859,-37676,25998,-46410,2500,-20000
2016-04-28T03-42-14-00-00,259895,3017856,3017856,260,275,789,1359,256,25359,-40176,23498,-48910,2500,-17500
2016-04-28T03-42-14-00-00,183487,3017856,3017856,240,200,719,1156,256,22859,-42676,20998,-51410,2500,-15000
2016-04-28T03-42-14-00-00,118770,3017856,3017856,221,166,639,990,256,20359,-45176,18498,-53910,2500,-12500
2016-04-28T03-42-14-00-00,66720,3017856,3017856,206,126,541,866,256,17859,-47676,15998,-56410,2500,-10000
2016-04-28T03-42-14-00-00,35197,3017856,3017856,199,86,462,729,256,15359,-50176,13498,-58910,2500,-7500
2016-04-28T03-42-14-00-00,19136,3017856,3017856,186,58,391,631,256,12859,-52676,10998,-61410,2500,-5000
2016-04-28T03-42-14-00-00,10047,3017856,3017856,168,33,306,512,256,10359,-55176,8498,-63910,2500,-2500
