V1,V2
12784.4896927501,35971.3506179085
11011.2677467687,27420.2272531644
15280.4748873261,19944.4170252309
24558.1517683032,18330.7529723159
28874.5653860992,25365.4209620315
29239.3843752439,33786.9327562603
