cruise,pro.influx,syn.influx,pico.influx,pro.seaflow,syn.seaflow,pico.seaflow
SCOPE6,203.886033689612,1.3591361674995,2.8059645297443,277.42375407715,0.542390995655772,0.655389119750724
SCOPE6,181.346629158505,2.18888826147094,4.10531847722274,274.265839591086,0.700588369388705,0.836186118302648
SCOPE6,173.130495082054,1.15908058234416,2.80800614215499,244.968089080904,1.06218236649255,3.45774259730554
SCOPE6,180.3821622526,1.02141016806727,2.77009710713222,246.201472607256,1.22037974022549,3.59334034621949
SCOPE6,190.630946689536,1.14069489425651,2.61090613885134,208.395835512459,1.24297936504448,2.55375760454592
SCOPE6,199.845081751426,1.25472095650101,2.61622437113287,231.922924462638,0.903984992759619,3.75153771995242
SCOPE6,208.587570728487,1.41405387853118,2.79105299659884,261.296376697092,1.24297936504448,2.64415610382189
SCOPE6,199.4,1.188,2.744,262.28160850888,0.971783867216591,2.80235347755482
SCOPE6,184.611441359289,1.31816135081962,2.82891561420179,266.461395350977,1.69497186142429,3.23174634911564
SCOPE6,169.31423758454,1.02732849197516,2.93786986438873,256.739557742644,1.4237763635964,2.82495310237381
SCOPE6,210.412557141534,1.07787752822715,2.79136615730925,235.97539862679,0.881385367940629,2.6215564790029
SCOPE6,208.681914642153,1.0517200486711,2.57566550384098,176.18623712056,0.971783867216591,2.6215564790029
SCOPE6,218.825835511169,1.16143612157772,2.5901728449965,247.892600296423,0.723187994207695,3.23174634911564
SCOPE6,210.102665137641,1.01748090694448,2.90803311949398,263.65017250536,1.35597748913943,3.20914672429665
SCOPE6,210.102665137641,1.01748090694448,2.90803311949398,267.070894397925,1.22037974022549,2.89275197683078
SCOPE6,210.102665137641,1.01748090694448,2.90803311949398,262.417690597103,0.994383492035581,3.05094935056371
SCOPE6,210.102665137641,1.01748090694448,2.90803311949398,295.331897134568,1.40117673877741,5.83070320329954
DeepDOM,163.654351856034,19.2163111116022,3.25597037045358,119.462854077212,18.7109936651576,6.7553542812544
DeepDOM,185.985749972102,6.11459999908281,2.02239999969664,118.461536552574,6.23699788838587,3.96291822934974
DeepDOM,206.609059074756,3.20237272702236,1.98397727257216,134.716830136858,3.19374422702869,3.62849475007972
DeepDOM,167.120549974932,2.7373499995894,1.13364999982995,206.086348248128,2.77571487794117,2.47473374659815
