cruise,pro.influx,syn.influx,pico.influx,pro.seaflow,syn.seaflow,pico.seaflow
DeepDOM,211.391827448965,1.82980455998188,1.39112571298839,201.933477001847,0.451471697014527,5.91929558307935
DeepDOM,132.528644447831,1.28565185188471,1.33510000003412,151.264724421478,0.618683436649537,4.89930397130579
DeepDOM,151.747039388849,1.30134913958539,1.24864652645576,195.162977516541,0.969828089883058,3.3776771406272
DeepDOM,233.016174964118,1.96204646537555,1.43574644783919,225.347641822296,0.518356392868531,5.65175679966334
DeepDOM,230.163838640357,2.54332876898383,1.33469148226556,259.294498931861,2.95964779153968,4.74881340563428
DeepDOM,254.172694746273,3.14284031309348,1.56539938966342,225.485030897811,2.32424318092664,3.3776771406272
DeepDOM,201.12768001432,2.76879200019714,1.17488800008365,216.087396702569,2.64194548623316,3.57833122818921
DeepDOM,202.700714884237,14.0420009190742,1.88252177162341,347.782508845693,20.0988511041282,6.08650732271436
DeepDOM,331.927254142234,13.3841005735384,1.85630299329961,323.838262454287,21.7040838046243,6.11994967064137
DeepDOM,247.036949962944,5.07574999923864,1.53259999977011,225.125244375081,6.92256602088941,2.89276309568567
DeepDOM,228.524522138006,3.42031796632503,1.54047765707393,218.761569027037,8.27698111193299,3.51144653233521
DeepDOM,264.574649975694,19.7659784964746,2.23126863572032,235.862743340183,43.3914464352851,3.54488888026221
DeepDOM,345.057092766617,9.23882440515609,2.2699337576717,277.802567716765,12.3903899069542,6.42093080198438
DeepDOM,297.579410203736,7.87961117453728,2.20256847792184,313.936223557876,15.7179035256909,4.23045701276575
DeepDOM,180.78242963425,2.83375925933168,1.32749259262652,254.495741482537,4.88258279734229,2.85932074775867
DeepDOM,289.122507091331,5.87590714180997,2.13102499962022,232.696383569928,8.74517398291102,7.42420123979444
DeepDOM,313.109008348309,7.06824798562354,1.93900810600668,347.630768942277,10.7015513366406,2.84259957379517
MBARI1,14.336,180.717,38.096,4.52521892532438,107.27062561973,44.0032623052577
MBARI1,14.336,180.717,38.096,4.6713995205718,106.121538892864,45.9184068500334
MBARI1,14.336,180.717,38.096,4.58850693163754,107.473405630353,48.4644225389705
MBARI1,63.698,94.868,20.968,9.47146020828526,85.3253222478295,50.4246293083291
MBARI1,63.698,94.868,20.968,10.7068001161136,87.6685579261432,48.4869536512619
MBARI1,63.698,94.868,20.968,9.43710164356822,64.5065744905032,67.5257435375614
MBARI1,144.843,22.414,7.419,85.5838449321242,35.2837218484555,29.8537237862091
MBARI1,144.843,22.414,7.419,92.9079609350585,39.0464176011324,28.8398237330926
MBARI1,144.843,22.414,7.419,85.3405951475187,32.8954239455588,28.8848859576756
MBARI1,80.834,51.454,22.893,27.4788505087197,60.1580698182479,65.3402256452879
MBARI1,169.345,2.934,3.286,22.7426853232054,6.30871144161401,7.93095152660047
MBARI1,169.345,2.934,3.286,178.355023429063,7.7957648528516,14.8254718877929
MBARI1,169.345,2.934,3.286,180.39039544727,6.51149145223732,15.2310319090395
MBARI1,194.984,2.435,3.516,155.985534784642,5.79049585891,14.3748496419633
MBARI1,194.984,2.435,3.516,153.497975185903,4.66394024433607,15.0958452352907
MBARI1,194.984,2.435,3.516,150.991684032972,5.74543363432704,14.1946007436315
MBARI1,182.413,1.978,2.933,149.63408516142,4.77659580579346,15.6591230425776
MBARI1,182.413,1.978,2.933,152.448314058476,4.57381579517016,15.5014052565373
MBARI1,182.413,1.978,2.933,152.644705187633,4.64140913204459,14.2847251927974
MBARI1,210.651,2.473,1.741,36.2252340418455,3.94294465100876,6.19605588015662
MBARI1,210.651,2.473,1.741,181.323621198139,5.29481138849747,9.50812938700397
MBARI1,210.651,2.473,1.741,209.969143440087,6.28618032932253,7.66057817910272
MBARI1,145.412,2.347,1.424,196.381606610515,4.34850467225537,7.61551595451977
MBARI1,145.412,2.347,1.424,202.572766418795,5.04696915329121,8.49422933388743
MBARI1,145.412,2.347,1.424,199.713395847469,5.92568253265887,8.1112004249323
MBARI1,104.458,39.004,13.942,88.0065246105154,58.8512653053421,41.8853377498587
MBARI1,104.458,39.004,13.942,83.758913389102,59.1216386528398,40.3306910017467
MBARI1,104.458,39.004,13.942,81.0438505377694,62.0281521384406,44.7467890108765
MBARI1,88.153,39.997,15.955,72.3847195763581,58.3330497226381,48.6897336618853
MBARI1,88.153,39.997,15.955,66.1296405251663,52.5425538637281,47.7659580579346
MBARI1,88.153,39.997,15.955,71.5329305966572,59.5722608986694,47.5857091596028
MBARI1,143.825,15.169,6.313,138.304490571793,29.3805704280881,22.5311122914786
MBARI1,143.825,15.169,6.313,150.589281169484,27.5104881078954,21.607336687528
MBARI1,143.825,15.169,6.313,123.306980839932,24.9194101943753,21.2919011154473
MBARI1,37.992,94.627,37.189,19.8355190486782,111.912034751774,58.1528008243063
MBARI1,37.992,94.627,37.189,18.7713622795542,114.638299339043,61.1269076467814
MBARI1,37.992,94.627,37.189,22.6090452897106,108.397181234304,59.6623853478353
MBARI1,30.022,80.293,35.585,7.11809270491896,59.0540453159654,55.5391917984947
MBARI1,30.022,80.293,35.585,7.71919488683528,59.3920120003376,53.4437983553872
MBARI1,30.022,80.293,35.585,7.47522349130838,59.459605337212,55.5617229107862
MBARI1,81.52,124.319,30.02,9.54878968218605,43.8680756315088,38.1451731094733
MBARI1,81.52,124.319,30.02,9.68381034481697,44.7918512354595,38.4380775692625
MBARI1,81.52,124.319,30.02,8.92714052758337,44.0032623052577,39.8124754190427
MBARI1,77.076,113.497,27.557,11.9602276600924,54.4351672962123,41.7726821884013
MBARI1,77.076,113.497,27.557,14.7943053420427,55.4265362370374,42.651395567769
MBARI1,77.076,113.497,27.557,15.2017111946862,52.5876160883111,43.9131378560918
MBARI1,82.941,108.167,28.521,13.8752237687621,57.2966185572301,42.6288644554775
MBARI1,82.941,108.167,28.521,15.5031675872101,56.1700629426562,43.9131378560918
MBARI1,82.941,108.167,28.521,22.74476561159,59.2793564388802,43.8680756315088
Gradient1,180.456,2.104,2.36,188.817520755098,3.52579419760046,2.0739965868238
Gradient1,268.8976378,2.007874016,2.181102362,216.675232341939,3.73319385628284,3.73319385628284
Gradient1,127.944,3.904,2.168,148.700106615847,18.2511699640494,6.42938941915378
Gradient1,220.616,5.328,3.288,188.842633209165,16.7993723532728,6.63678907783616
Gradient1,121.6076923,27.8,6.146153846,156.865069913767,74.249077808292,16.1771733772256
Gradient1,283.776,6.096,7.352,223.394575107084,5.59979078442426,19.7029675748261
Gradient1,0.648,11.696,14.168,6.95242813873429,12.2365798622604,23.2287617724266
Gradient1,0.6953125,4.296875,14.2578125,53.0559324718091,2.90359522155332,11.8217805448957
Gradient1,1.361290323,13.35483871,17.33548387,35.2898590028025,37.124538904146,58.0719044310664
Gradient1,229.832,18.696,11.368,171.806415598208,25.095358700568,21.5695645029675
Gradient1,184.8769231,7.330769231,3.607692308,188.881013760882,19.9103672335085,4.35539283232998
Gradient1,190.136,7.552,2.752,187.138152262518,18.6659692814142,1.24439795209428
