file,n.opp,n.opp.,n.evt,n.evt.,beads,pro,syn,pico,width,corr,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2,cruise,time,fr,pro.influx,syn.influx,pico.influx,vc1,vc2,vc3,vc4,pro.seaflow.each1,pro.seaflow.median1,pro.seaflow.each2,pro.seaflow.median2,pro.seaflow.each3,pro.seaflow.median3,pro.seaflow.each4,pro.seaflow.median4,syn.seaflow.each1,syn.seaflow.median1,syn.seaflow.each2,syn.seaflow.median2,syn.seaflow.each3,syn.seaflow.median3,syn.seaflow.each4,syn.seaflow.median4,pico.seaflow.each1,pico.seaflow.median1,pico.seaflow.each2,pico.seaflow.median2,pico.seaflow.each3,pico.seaflow.median3,pico.seaflow.each4,pico.seaflow.median4
2015_214/2015-08-02T06-00-56+00-00,216,216,2804608,2769909,0,195,1,2,5000,0,-9812,-10615,-63304,-62468,0.656,0.683,1.635,1.632,SCOPE_6,2015-08-02 06:00:56,3.62837073977879,203.886033689612,1.3591361674995,2.8059645297443,0.838329006897454,0.848830860283372,0.838329006897454,0.848830860283372,232.60557417865,2.6595688270326,229.727745684107,2.35566973390115,232.60557417865,2.67418509114696,229.727745684107,2.35566973390115,1.19284909835205,0.0136388144976031,1.17809100350824,0.0120803576097495,1.19284909835205,0.0137137696981896,1.17809100350824,0.0120803576097495,2.38569819670411,0.0272776289952061,2.35618200701648,0.0241607152194989,2.38569819670411,0.0274275393963791,2.35618200701648,0.0241607152194989
2015_214/2015-08-02T06-00-56+00-00,1147,1147,2804608,2769909,0,1098,3,4,5000,2500,-7312,-8115,-60804,-59968,0.656,0.683,1.635,1.632,SCOPE_6,2015-08-02 06:00:56,3.62837073977879,203.886033689612,1.3591361674995,2.8059645297443,4.45168227273787,4.50744905900476,4.45168227273787,4.50744905900476,246.648330390549,14.9754183183682,243.596762964291,13.2642326555049,246.648330390549,15.0577191286121,243.596762964291,13.2642326555049,0.67390254205068,0.0409164434928092,0.665564926131943,0.0362410728292484,0.67390254205068,0.0411413090945687,0.665564926131943,0.0362410728292484,0.89853672273424,0.0545552579904122,0.887419901509258,0.0483214304389979,0.89853672273424,0.0548550787927582,0.887419901509258,0.0483214304389979
2015_214/2015-08-02T06-00-56+00-00,2822,2822,2804608,2769909,0,2691,11,11,5000,5000,-4812,-5615,-58304,-57468,0.656,0.683,1.635,1.632,SCOPE_6,2015-08-02 06:00:56,3.62837073977879,203.886033689612,1.3591361674995,2.8059645297443,10.9526132290029,11.0898179987022,10.9526132290029,11.0898179987022,245.694789337959,36.7020498130498,242.655019254141,32.5082423278358,245.694789337959,36.9037542578281,242.655019254141,32.5082423278358,1.00432652646509,0.150026959473634,0.991900859084187,0.132883933707244,1.00432652646509,0.150851466680085,0.991900859084187,0.132883933707244,1.00432652646509,0.150026959473634,0.991900859084187,0.132883933707244,1.00432652646509,0.150851466680085,0.991900859084187,0.132883933707244
2015_214/2015-08-02T06-00-56+00-00,4895,4895,2804608,2769909,0,4515,21,25,5000,7500,-2312,-3115,-55804,-54968,0.656,0.683,1.635,1.632,SCOPE_6,2015-08-02 06:00:56,3.62837073977879,203.886033689612,1.3591361674995,2.8059645297443,18.9982430035326,19.2362363939218,18.9982430035326,19.2362363939218,237.653555603035,61.5792474566778,234.713272780669,54.5428146080189,237.653555603035,61.9176701873259,234.713272780669,54.5428146080189,1.10536537489784,0.286415104449664,1.09168964084032,0.253687509804739,1.10536537489784,0.287989163661981,1.09168964084032,0.253687509804739,1.31591116059266,0.340970362440077,1.29963052480991,0.302008940243737,1.31591116059266,0.342844242454739,1.29963052480991,0.302008940243737
2015_214/2015-08-02T06-00-56+00-00,7378,7308,2804608,2769909,0,6363,38,85,5000,10000,188,-615,-53304,-52468,0.656,0.683,1.635,1.632,SCOPE_6,2015-08-02 06:00:56,3.62837073977879,203.886033689612,1.3591361674995,2.8059645297443,28.6351454300436,28.9938615146793,28.3634647333639,28.7187774395874,222.209452909711,86.7837766482483,219.460246672506,76.8673154708359,224.337895945245,87.2607165895802,221.562356314963,76.8673154708359,1.32704058000456,0.518274950908916,1.31062224949792,0.45905358917048,1.33975169667127,0.521123248531203,1.32317610246246,0.45905358917048,2.96838024474704,1.15929923229626,2.93165503177166,1.02683039682871,2.99681300571205,1.16567042434611,2.95973601866602,1.02683039682871
2015_214/2015-08-02T06-00-56+00-00,7503,7381,2804608,2769909,0,6493,39,38,5000,1,0,0,-63303,-62467,0.656,0.683,1.635,1.632,SCOPE_6,2015-08-02 06:00:56,3.62837073977879,203.886033689612,1.3591361674995,2.8059645297443,29.1202895312574,29.4850830773433,28.6467888884727,29.0056508321832,222.971684159613,88.5568225329367,220.213047491439,78.4377619601033,226.657166542416,89.0435066503448,223.852932573942,78.4377619601033,1.3392723983097,0.531913765406519,1.32270273404684,0.471133946780229,1.36140913216606,0.534837018229393,1.34456558915505,0.471133946780229,1.30493208040432,0.518274950908916,1.28878727932769,0.45905358917048,1.32650120570026,0.521123248531203,1.31008954840748,0.45905358917048
2015_214/2015-08-02T06-00-56+00-00,4690,4690,2804608,2769909,0,4115,7,6,5000,2,0,0,-63302,-62466,0.476427525622255,0.488726207906296,1.635,1.632,SCOPE_6,2015-08-02 06:00:56,3.62837073977879,203.886033689612,1.3591361674995,2.8059645297443,18.2026066775419,18.4306330311529,18.2026066775419,18.4306330311529,226.066522938004,56.1237216576366,223.269596494299,49.7106715641191,226.066522938004,56.43216230805,223.269596494299,49.7106715641191,0.384560306334393,0.0954717014832214,0.379802472772805,0.0845625032682463,0.384560306334393,0.0959963878873269,0.379802472772805,0.0845625032682463,0.329623119715194,0.0818328869856184,0.325544976662405,0.0724821456584968,0.329623119715194,0.0822826181891374,0.325544976662405,0.0724821456584968
2015_214/2015-08-02T06-00-56+00-00,5281,5281,2804608,2769909,0,4634,11,10,5000,3,0,0,-60804,-59968,0.522181551976574,0.522181551976574,1.635,1.632,SCOPE_6,2015-08-02 06:00:56,3.62837073977879,203.886033689612,1.3591361674995,2.8059645297443,20.4963679880808,20.7531285794282,20.4963679880808,20.7531285794282,226.08883694393,63.2022663818926,223.291634428243,55.980377163579,226.08883694393,63.5496087814104,223.291634428243,55.980377163579,0.536680450233758,0.150026959473634,0.530040565108043,0.132883933707244,0.536680450233758,0.150851466680085,0.530040565108043,0.132883933707244,0.487891318394326,0.136388144976031,0.48185505918913,0.120803576097495,0.487891318394326,0.137137696981896,0.48185505918913,0.120803576097495
2015_214/2015-08-02T06-00-56+00-00,4046,4046,2804608,2769909,0,3531,6,5,5000,4,0,0,-65804,-64968,0.430673499267936,0.442972181551977,1.635,1.632,SCOPE_6,2015-08-02 06:00:56,3.62837073977879,203.886033689612,1.3591361674995,2.8059645297443,15.7031442680884,15.899859540308,15.7031442680884,15.899859540308,224.859425584952,48.1586539910364,222.077433517479,42.6557427200254,224.859425584952,48.4233208043073,222.077433517479,42.6557427200254,0.382089083406886,0.0818328869856184,0.377361824158843,0.0724821456584968,0.382089083406886,0.0822826181891374,0.377361824158843,0.0724821456584968,0.318407569505738,0.0681940724880153,0.314468186799036,0.0604017880487474,0.318407569505738,0.0685688484909478,0.314468186799036,0.0604017880487474
2015_214/2015-08-02T10-01-15+00-00,113,113,2941568,2895551,0,60,1,5,5000,0,-9812,-10615,-63304,-62468,0.656,0.683,1.635,1.632,SCOPE_6,2015-08-02 10:01:15,3.62837073977879,181.346629158505,2.18888826147094,4.10531847722274,0.418150347292672,0.424795723088631,0.418150347292672,0.424795723088631,143.489059350236,0.818328869856184,141.244359909625,0.724821456584968,143.489059350236,0.822826181891374,141.244359909625,0.724821456584968,2.39148432250393,0.0136388144976031,2.35407266516042,0.0120803576097495,2.39148432250393,0.0137137696981896,2.35407266516042,0.0120803576097495,11.9574216125197,0.0681940724880153,11.7703633258021,0.0604017880487474,11.9574216125197,0.0685688484909478,11.7703633258021,0.0604017880487474
2015_214/2015-08-02T10-01-15+00-00,774,774,2941568,2895551,0,648,4,8,5000,2500,-7312,-8115,-60804,-59968,0.656,0.683,1.635,1.632,SCOPE_6,2015-08-02 10:01:15,3.62837073977879,181.346629158505,2.18888826147094,4.10531847722274,2.86414485667724,2.90966274044779,2.86414485667724,2.90966274044779,226.245540091768,8.83795179444678,222.706223299362,7.82807173111766,226.245540091768,8.88652276442683,222.706223299362,7.82807173111766,1.39657740797387,0.0545552579904122,1.37472977345285,0.0483214304389979,1.39657740797387,0.0548550787927582,1.37472977345285,0.0483214304389979,2.79315481594775,0.109110515980824,2.7494595469057,0.0966428608779958,2.79315481594775,0.109710157585516,2.7494595469057,0.0966428608779958
2015_214/2015-08-02T10-01-15+00-00,2496,2496,2941568,2895551,0,2261,14,12,5000,5000,-4812,-5615,-58304,-57468,0.656,0.683,1.635,1.632,SCOPE_6,2015-08-02 10:01:15,3.62837073977879,181.346629158505,2.18888826147094,4.10531847722274,9.2363120959514,9.38309844981614,9.2363120959514,9.38309844981614,244.794673080728,30.8373595790805,240.965179262752,27.3136885556436,244.794673080728,31.0068332876066,240.965179262752,27.3136885556436,1.51575648966395,0.190943402966443,1.49204445363933,0.169125006536493,1.51575648966395,0.191992775774654,1.49204445363933,0.169125006536493,1.29921984828339,0.163665773971237,1.27889524597657,0.144964291316994,1.29921984828339,0.164565236378275,1.27889524597657,0.144964291316994
2015_214/2015-08-02T10-01-15+00-00,4997,4997,2941568,2895551,0,4565,34,30,5000,7500,-2312,-3115,-55804,-54968,0.656,0.683,1.635,1.632,SCOPE_6,2015-08-02 10:01:15,3.62837073977879,181.346629158505,2.18888826147094,4.10531847722274,18.4911264196591,18.7849931705654,18.4911264196591,18.7849931705654,246.875171171111,62.261188181558,243.013130670337,55.1468324885063,246.875171171111,62.6033586722353,243.013130670337,55.1468324885063,1.83871978528319,0.463719692918504,1.80995540915476,0.410732158731482,1.83871978528319,0.466268169738445,1.80995540915476,0.410732158731482,1.62239981054399,0.409164434928092,1.59701947866596,0.362410728292484,1.62239981054399,0.411413090945687,1.59701947866596,0.362410728292484
