population,file,abundance_cells.µL-1,fsc,chl,pe,station,Depth_m,Replicate,latitude_decDegree,longitude_decDegree,time_HST
bacteria,417.fcs,1026.8,0.191730749,0.597750204,0.513013948,11,45,D,36.58,-158,4/28/16 20:52
prochloro,425.fcs,1.832,0.425399762,0.670281996,0.018310312,11,60,A,36.58,-158,4/28/16 20:52
synecho,425.fcs,8.008,0.568124752,1.32470641,1.078578665,11,60,A,36.58,-158,4/28/16 20:52
picoeuk,425.fcs,14.048,0.876437161,1.707158351,0.30060046,11,60,A,36.58,-158,4/28/16 20:52
bacteria,452.fcs,821.736,0.182370559,0.570171283,0.482529898,11,60,A,36.58,-158,4/28/16 20:52
prochloro,587.fcs,0.776,0.454857647,0.693535034,0.022792237,11,60,B,36.58,-158,4/28/16 20:52
synecho,587.fcs,4.104,0.720781214,1.365357116,1.058021162,11,60,B,36.58,-158,4/28/16 20:52
picoeuk,587.fcs,13.656,1.075493055,1.787461428,0.470487939,11,60,B,36.58,-158,4/28/16 20:52
bacteria,463.fcs,921.152,0.180853087,0.548758482,0.472669528,11,60,B,36.58,-158,4/28/16 20:52
prochloro,607.fcs,0.088,0.212015908,0.909360098,0.011577351,11,60,C,36.58,-158,4/28/16 20:52
synecho,607.fcs,4.768,0.701417043,1.448777111,1.147927199,11,60,C,36.58,-158,4/28/16 20:52
picoeuk,607.fcs,13.992,1.050291517,1.827680357,0.430637007,11,60,C,36.58,-158,4/28/16 20:52
bacteria,459.fcs,827.112,0.17912048,0.55112929,0.475093029,11,60,C,36.58,-158,4/28/16 20:52
prochloro,434.fcs,1.8046875,0.37305799,0.519529398,0.003301617,11,60,D,36.58,-158,4/28/16 20:52
synecho,434.fcs,7.9921875,0.513284223,1.056928639,1.1284511,11,60,D,36.58,-158,4/28/16 20:52
picoeuk,434.fcs,12.890625,0.798903746,1.341364391,0.169344356,11,60,D,36.58,-158,4/28/16 20:52
bacteria,623.fcs,959.896,0.161445741,0.455271786,0.451097503,11,60,D,36.58,-158,4/28/16 20:52
prochloro,431.fcs,1.608,0.367448128,0.629964031,0.013428431,11,60,E,36.58,-158,4/28/16 20:52
synecho,431.fcs,8.12,0.500630582,1.286794392,1.059247418,11,60,E,36.58,-158,4/28/16 20:52
picoeuk,431.fcs,13.312,0.760465076,1.6002716,0.192129857,11,60,E,36.58,-158,4/28/16 20:52
bacteria,461.fcs,805.3730159,0.181564874,0.575409919,0.497234006,11,60,E,36.58,-158,4/28/16 20:52
prochloro,618.fcs,1.4,0.486479686,0.60194866,0.112713405,11,60,F,36.58,-158,4/28/16 20:52
synecho,618.fcs,4.592,0.705727503,1.416226344,1.133447823,11,60,F,36.58,-158,4/28/16 20:52
picoeuk,618.fcs,14.272,1.078450729,1.810979951,0.411859784,11,60,F,36.58,-158,4/28/16 20:52
bacteria,451.fcs,840.984,0.176148469,0.506807822,0.511542364,11,60,F,36.58,-158,4/28/16 20:52
prochloro,440.fcs,1.672,0.420285317,0.689727073,0.003129695,11,60,G,36.58,-158,4/28/16 20:52
synecho,440.fcs,7.464,0.564176826,1.325948542,1.072984477,11,60,G,36.58,-158,4/28/16 20:52
picoeuk,440.fcs,13.728,0.874679556,1.676583386,0.184076114,11,60,G,36.58,-158,4/28/16 20:52
bacteria,418.fcs,864.121739,0.197868813,0.59640757,0.514115646,11,60,G,36.58,-158,4/28/16 20:52
prochloro,437.fcs,109.216,0.373578943,0.520126027,0.00314331,NA,75,A,NA,NA,NA
synecho,437.fcs,9.656,0.511040888,1.022643621,0.823547162,NA,75,A,NA,NA,NA
picoeuk,437.fcs,19.264,0.862114147,1.32228144,0.205446727,NA,75,A,NA,NA,NA
bacteria,422.fcs,504.04,0.18747733,0.589040081,0.510260582,NA,75,A,NA,NA,NA
prochloro,481.fcs,104.968,0.344050504,0.406145376,0.005374731,NA,75,B,NA,NA,NA
synecho,481.fcs,10.664,0.494761942,1.036678819,0.825433728,NA,75,B,NA,NA,NA
picoeuk,481.fcs,19.408,0.864084122,1.408600551,0.256612169,NA,75,B,NA,NA,NA
bacteria,448.fcs,477.008,0.183730255,0.474655829,0.482899426,NA,75,B,NA,NA,NA
prochloro,588.fcs,0.368,0.586088767,1.005436579,0.045237978,11,75,C,36.58,-158,4/28/16 20:52
synecho,588.fcs,3.032,0.741478187,1.687727289,1.105972788,11,75,C,36.58,-158,4/28/16 20:52
picoeuk,588.fcs,10.672,1.073568657,2.129890166,0.365636819,11,75,C,36.58,-158,4/28/16 20:52
bacteria,454.fcs,655.6692913,0.177974688,0.531860398,0.463147739,11,75,C,36.58,-158,4/28/16 20:52
prochloro,409.fcs,0.262068966,0.437871187,0.691457665,0.003214707,11,75,D,36.58,-158,4/28/16 20:52
synecho,409.fcs,1,0.665744104,1.481312465,1.189843534,11,75,D,36.58,-158,4/28/16 20:52
picoeuk,409.fcs,4.462068966,1.010340387,1.995361116,0.228344677,11,75,D,36.58,-158,4/28/16 20:52
prochloro,435.fcs,0.384,0.364267205,0.451561166,0.017068299,11,75,E,36.58,-158,4/28/16 20:52
synecho,435.fcs,0.904,0.598827806,1.012597977,1.226608908,11,75,E,36.58,-158,4/28/16 20:52
picoeuk,435.fcs,4.104,0.896224282,1.35129472,0.259215066,11,75,E,36.58,-158,4/28/16 20:52
prochloro,585.fcs,0.056,0.331939451,1.326316892,0.591891099,11,100,A,36.58,-158,4/28/16 20:52
synecho,585.fcs,0.624,0.779943236,1.760952281,1.126887922,11,100,A,36.58,-158,4/28/16 20:52
picoeuk,585.fcs,2.728,1.110652791,2.287674102,0.754973361,11,100,A,36.58,-158,4/28/16 20:52
bacteria,530.fcs,565.44,0.203294338,0.519144367,0.509768085,11,100,A,36.58,-158,4/28/16 20:52
prochloro,525.fcs,0.192,0.443286648,0.750757632,0.021982875,11,100,B,36.58,-158,4/28/16 20:52
synecho,525.fcs,0.72,0.665471522,1.47283613,1.165116907,11,100,B,36.58,-158,4/28/16 20:52
picoeuk,525.fcs,2.864,1.031914894,1.996977482,0.274849682,11,100,B,36.58,-158,4/28/16 20:52
bacteria,612.fcs,535.4,0.169969526,0.530107782,0.500234608,11,100,B,36.58,-158,4/28/16 20:52
prochloro,404.fcs,0.552631579,0.391589326,0.573355506,0.003287537,11,100,C,36.58,-158,4/28/16 20:52
synecho,404.fcs,1.752631579,0.606393905,1.386437546,1.0859421,11,100,C,36.58,-158,4/28/16 20:52
picoeuk,404.fcs,5.668421053,0.967731695,1.975314117,0.210132483,11,100,C,36.58,-158,4/28/16 20:52
bacteria,423.fcs,512.0740741,0.190149109,0.612771102,0.522369572,11,100,C,36.58,-158,4/28/16 20:52
prochloro,436.fcs,0.512,0.36686785,0.542926556,0.004063349,11,100,D,36.58,-158,4/28/16 20:52
synecho,436.fcs,2.048,0.568390764,1.369314147,1.094607495,11,100,D,36.58,-158,4/28/16 20:52
picoeuk,436.fcs,4.816,0.881254825,1.908503084,0.214133601,11,100,D,36.58,-158,4/28/16 20:52
bacteria,447.fcs,509.192,0.187568927,0.484542838,0.489944299,11,100,D,36.58,-158,4/28/16 20:52
prochloro,482.fcs,229.832,0.2897474,0.260579787,0.003223126,12,15,A,33.09,-158,4/30/16 5:03
synecho,482.fcs,18.696,0.553173424,0.867586776,0.890791428,12,15,A,33.09,-158,4/30/16 5:03
picoeuk,482.fcs,11.368,0.868701878,1.094075319,0.353007831,12,15,A,33.09,-158,4/30/16 5:03
bacteria,493.fcs,1281.536,0.228351325,0.581012532,0.49959538,12,15,A,33.09,-158,4/30/16 5:03
prochloro,438.fcs,250.448,0.321337206,0.455903614,0.003051256,12,15,B,33.09,-158,4/30/16 5:03
synecho,438.fcs,18.824,0.577064379,1.032232459,0.864957307,12,15,B,33.09,-158,4/30/16 5:03
picoeuk,438.fcs,11.048,0.877724134,1.275407512,0.252319201,12,15,B,33.09,-158,4/30/16 5:03
bacteria,446.fcs,1137.272,0.193964481,0.472169611,0.477375122,12,15,B,33.09,-158,4/30/16 5:03
prochloro,470.fcs,184.8769231,0.24166523,0.343339533,0.004156755,13,15,A,29.7,-158,5/1/16 5:03
synecho,470.fcs,7.330769231,0.547308554,0.834185749,0.646099912,13,15,A,29.7,-158,5/1/16 5:03
picoeuk,470.fcs,3.607692308,0.999923402,1.434238056,0.437586077,13,15,A,29.7,-158,5/1/16 5:03
bacteria,489.fcs,444.344,0.151090054,0.523489596,0.438985188,13,15,A,29.7,-158,5/1/16 5:03
prochloro,433.fcs,187.8615385,0.230997636,0.33729209,0.003093272,13,15,B,29.7,-158,5/1/16 5:03
synecho,433.fcs,6.384615385,0.551385986,0.851382075,0.652580637,13,15,B,29.7,-158,5/1/16 5:03
picoeuk,433.fcs,3.669230769,0.959192045,1.350903434,0.246239429,13,15,B,29.7,-158,5/1/16 5:03
bacteria,450.fcs,555.2653061,0.176272193,0.493397464,0.495349188,13,15,B,29.7,-158,5/1/16 5:03
prochloro,479.fcs,190.136,0.226529022,0.268795425,0.003307964,14,5,A,26.28,-158,5/2/16 9:30
synecho,479.fcs,7.552,0.532450331,0.707792208,0.572252898,14,5,A,26.28,-158,5/2/16 9:30
picoeuk,479.fcs,2.752,1.000077912,1.365423567,0.539869671,14,5,A,26.28,-158,5/2/16 9:30
bacteria,499.fcs,464.176,0.158011013,0.538176667,0.447240737,14,5,A,26.28,-158,5/2/16 9:30
prochloro,478.fcs,183.8108108,0.228888889,0.261050034,0.003382216,14,5,B,26.28,-158,5/2/16 9:30
synecho,478.fcs,7.574324324,0.535130435,0.688383442,0.592821626,14,5,B,26.28,-158,5/2/16 9:30
picoeuk,478.fcs,2.621621622,0.980792271,1.269239399,0.499936899,14,5,B,26.28,-158,5/2/16 9:30
bacteria,495.fcs,452.328,0.15991564,0.545730192,0.448788384,14,5,B,26.28,-158,5/2/16 9:30
prochloro,439.fcs,187.88,0.217343032,0.464367308,0.003020184,14,15,A,26.28,-158,5/2/16 9:30
synecho,439.fcs,6.544,0.524042879,1.091089985,0.634435005,14,15,A,26.28,-158,5/2/16 9:30
picoeuk,439.fcs,3.2,0.946611792,1.717223082,0.248931886,14,15,A,26.28,-158,5/2/16 9:30
bacteria,445.fcs,897.7936508,0.218189589,0.507133228,0.489657858,14,15,A,26.28,-158,5/2/16 9:30
prochloro,468.fcs,105.175,0.266887707,0.194509346,0.02106292,14,15,B,26.28,-158,5/2/16 9:30
synecho,468.fcs,6.90625,0.543341146,0.780994451,0.639511301,14,15,B,26.28,-158,5/2/16 9:30
picoeuk,468.fcs,3.0875,1.004706645,1.527416764,0.471301161,14,15,B,26.28,-158,5/2/16 9:30
bacteria,497.fcs,778.104,0.224902151,0.57624087,0.49067699,14,15,B,26.28,-158,5/2/16 9:30
prochloro,466.fcs,175.96,0.249283224,0.319789659,0.247069298,14,45,A,26.28,-158,5/2/16 9:30
synecho,466.fcs,1.552,0.574273537,0.936342555,0.892244151,14,45,A,26.28,-158,5/2/16 9:30
picoeuk,466.fcs,2.904,0.973169314,1.383381781,0.71420092,14,45,A,26.28,-158,5/2/16 9:30
bacteria,492.fcs,433.488,0.137301601,0.527182741,0.451358062,14,45,A,26.28,-158,5/2/16 9:30
prochloro,476.fcs,162.44,0.23578492,0.441328116,0.003085277,14,45,B,26.28,-158,5/2/16 9:30
synecho,476.fcs,1.408,0.540829728,1.17095111,0.871726521,14,45,B,26.28,-158,5/2/16 9:30
picoeuk,476.fcs,2.624,0.965138288,1.665191794,0.385462175,14,45,B,26.28,-158,5/2/16 9:30
bacteria,505.fcs,500.384,0.145829848,0.519561698,0.444395421,14,45,B,26.28,-158,5/2/16 9:30
prochloro,474.fcs,132.888,0.311591524,0.429579271,0.01499841,14,60,A,26.28,-158,5/2/16 9:30
synecho,474.fcs,1.648,0.560662373,0.959915341,0.922610164,14,60,A,26.28,-158,5/2/16 9:30
picoeuk,474.fcs,4.496,0.899534938,1.25211647,0.393824472,14,60,A,26.28,-158,5/2/16 9:30
bacteria,494.fcs,586.792,0.157490034,0.533429259,0.457982988,14,60,A,26.28,-158,5/2/16 9:30
prochloro,477.fcs,136.648,0.302116667,0.601894868,0.011712489,14,60,B,26.28,-158,5/2/16 9:30
synecho,477.fcs,1.768,0.549678066,1.303581227,0.949500678,14,60,B,26.28,-158,5/2/16 9:30
picoeuk,477.fcs,4.488,0.876778348,1.561071076,0.366909136,14,60,B,26.28,-158,5/2/16 9:30
bacteria,501.fcs,588.064,0.15871026,0.541553693,0.46109164,14,60,B,26.28,-158,5/2/16 9:30
prochloro,475.fcs,89.65925926,0.389933968,0.734056366,0.028265251,14,75,A,26.28,-158,5/2/16 9:30
synecho,475.fcs,0.718518519,0.593327703,1.419422592,1.096445952,14,75,A,26.28,-158,5/2/16 9:30
picoeuk,475.fcs,8.140740741,0.904080928,1.829909112,0.294499336,14,75,A,26.28,-158,5/2/16 9:30
bacteria,486.fcs,679.7333333,0.162223775,0.553410744,0.479197568,14,75,A,26.28,-158,5/2/16 9:30
prochloro,469.fcs,88.16535433,0.400858171,0.657127233,0.042397517,14,75,B,26.28,-158,5/2/16 9:30
synecho,469.fcs,0.724409449,0.584037252,1.293911775,1.080237485,14,75,B,26.28,-158,5/2/16 9:30
picoeuk,469.fcs,8.921259843,0.911008062,1.716697047,0.342382736,14,75,B,26.28,-158,5/2/16 9:30
bacteria,496.fcs,643.9846154,0.159131191,0.540122382,0.468969914,14,75,B,26.28,-158,5/2/16 9:30
prochloro,467.fcs,49.128,0.471675279,0.92585849,0.090333703,14,80,A,26.28,-158,5/2/16 9:30
synecho,467.fcs,0.416,0.663465048,1.455627982,1.180199483,14,80,A,26.28,-158,5/2/16 9:30
picoeuk,467.fcs,4.864,0.958968054,1.887149048,0.442901121,14,80,A,26.28,-158,5/2/16 9:30
bacteria,488.fcs,503.0793651,0.160581984,0.548913585,0.473271561,14,80,A,26.28,-158,5/2/16 9:30
prochloro,472.fcs,48.168,0.457412065,0.666969218,0.052950787,14,80,B,26.28,-158,5/2/16 9:30
synecho,472.fcs,0.416,0.63116108,1.013614792,1.149891078,14,80,B,26.28,-158,5/2/16 9:30
picoeuk,472.fcs,4.536,0.93085326,1.329555769,0.387909694,14,80,B,26.28,-158,5/2/16 9:30
bacteria,487.fcs,524.1257143,0.165532085,0.552170356,0.475944723,14,80,B,26.28,-158,5/2/16 9:30
prochloro,473.fcs,4.688,0.542864411,0.897541106,0.082310902,14,120,A,26.28,-158,5/2/16 9:30
synecho,473.fcs,0.112,0.67424613,1.230405223,1.198530698,14,120,A,26.28,-158,5/2/16 9:30
picoeuk,473.fcs,0.72,1.022718823,1.682470275,0.346085609,14,120,A,26.28,-158,5/2/16 9:30
bacteria,500.fcs,272.68,0.200090183,0.557561181,0.486818637,14,120,A,26.28,-158,5/2/16 9:30
prochloro,480.fcs,4.135294118,0.506730144,1.279567131,0.071757558,14,120,B,26.28,-158,5/2/16 9:30
synecho,480.fcs,0.035294118,0.712439295,1.715003668,1.19317458,14,120,B,26.28,-158,5/2/16 9:30
picoeuk,480.fcs,0.729411765,0.996845245,2.251137197,0.310745259,14,120,B,26.28,-158,5/2/16 9:30
bacteria,490.fcs,268.9777778,0.197489724,0.575745356,0.500957116,14,120,B,26.28,-158,5/2/16 9:30
