V1,V2
33701.0852820508,38173.3599560607
21713.8482706415,29416.7096723567
22430.6534201672,18989.9217228704
31020.3990163374,15759.8162262438
39782.0128548811,21880.2597453607
41755.5185926417,34788.646371748
