time_GMT,lon_decW,lat_decN,station,depth_m,population,fsc,chl,ssc,pe,abundance_cells.uL,sd.fsc,sd.chl,sd.ssc,sd.pe,sd.abundance
6/9/17 6:31,-158,34.00017,15,15,bacteria,0.00172,0.03427,0.01922,0.01295,732.85573,2.00E-05,0.00074,0.00019,0.00057,26.89969
6/9/17 6:31,-158,34.00017,15,25,picoeuk,0.96128,2.15853,0.43602,0.01336,2.50501,0.03944,0.06488,0.03016,0.00359,0.04178
6/9/17 6:31,-158,34.00017,15,25,prochloro,0.00478,0.01967,0.01988,0.00135,127.70168,5.00E-05,0.00083,0.00032,0,6.20838
6/9/17 6:31,-158,34.00017,15,25,synecho,0.05066,0.1648,0.0718,0.02742,7.57601,0.00077,0.00551,0.00353,0.00059,0.19316
6/9/17 6:31,-158,34.00017,15,25,bacteria,0.00179,0.03796,0.01816,0.01489,583.43881,1.00E-04,0.0014,5.00E-04,0.00059,36.66619
6/9/17 6:31,-158,34.00017,15,45,picoeuk,1.02058,2.82195,0.43649,0.0076,4.75568,0.01115,0.12323,0.00568,0.00217,0.12936
6/9/17 6:31,-158,34.00017,15,45,prochloro,0.00948,0.05153,0.03348,0.00127,105.02341,0.00011,0.00138,5.00E-04,0,0.59415
6/9/17 6:31,-158,34.00017,15,45,synecho,0.0393,0.62824,0.06969,0.15021,20.34091,0.00052,0.01364,0.00189,0.0031,0.18324
6/9/17 6:31,-158,34.00017,15,45,bacteria,0.00209,0.0408,0.01983,0.01641,427.18405,0.00012,9.00E-04,0.00062,0.00093,46.86767
6/9/17 6:31,-158,34.00017,15,56,picoeuk,0.85308,5.05144,0.47005,0.0148,6.62391,0.0147,0.12424,0.01599,0.00848,0.13505
6/9/17 6:31,-158,34.00017,15,56,prochloro,0.01514,0.10351,0.04818,0.00168,150.60987,0.00043,0.00109,0.00114,0.00055,2.45208
6/9/17 6:31,-158,34.00017,15,56,synecho,0.0482,1.39187,0.06808,0.30314,20.0756,0.00045,0.03743,0.00158,0.00809,0.32574
6/9/17 6:31,-158,34.00017,15,56,bacteria,0.0024,0.04637,0.02223,0.01806,454.80167,0.00026,0.00168,0.00085,1.00E-04,12.63259
6/9/17 6:31,-158,34.00017,15,120,picoeuk,1.4195,20.97682,0.55275,0.01114,0.62054,0.02259,1.84087,0.02787,0.00753,0.10566
6/9/17 6:31,-158,34.00017,15,120,prochloro,0.0729,0.85114,0.21743,0.00184,2.14966,0.00104,0.04451,0.00569,0.00018,0.10974
6/9/17 6:31,-158,34.00017,15,120,synecho,0.11304,2.03186,0.09189,0.6384,0.15614,0.04202,0.98693,0.00333,0.38837,0.06241
6/9/17 6:31,-158,34.00017,15,120,bacteria,0.00165,0.03573,0.01893,0.01446,187.89809,7.00E-05,0.00126,0.00015,0.00057,5.02252
6/9/17 19:02,-158,32.92883,16,15,picoeuk,1.43678,2.32638,0.59309,0.01382,1.7252,0.20675,0.3026,0.05699,0.00393,0.02781
6/9/17 19:02,-158,32.92883,16,15,prochloro,0.00933,0.0152,0.02825,0.00128,38.85228,0.00084,0.00161,0.00108,3.00E-05,3.20873
6/9/17 19:02,-158,32.92883,16,15,synecho,0.09388,0.13121,0.07547,0.01938,2.01554,0.00756,0.00812,0.00186,0.00194,0.15873
6/9/17 19:02,-158,32.92883,16,15,bacteria,0.00168,0.04039,0.02024,0.01565,429.60669,1.00E-05,0.00203,9.00E-05,0.00024,6.90325
6/9/17 19:02,-158,32.92883,16,30,picoeuk,1.66551,3.42407,0.81038,0.02108,1.51715,0.07197,0.54468,0.07925,0.01581,0.17475
6/9/17 19:02,-158,32.92883,16,30,prochloro,0.00537,0.00909,0.02324,0.00138,105.20448,2.00E-04,0.00072,0.00166,0.00015,23.11229
6/9/17 19:02,-158,32.92883,16,30,synecho,0.11251,0.17936,0.07792,0.02966,1.75265,0.00938,0.00501,0.02668,0.00428,0.1095
6/9/17 19:02,-158,32.92883,16,30,bacteria,0.00162,0.03934,0.01911,0.01587,352.74389,1.00E-05,0.00095,0.00034,0.00014,11.16599
6/9/17 19:02,-158,32.92883,16,45,picoeuk,0.88651,2.95547,0.50152,0.00399,1.80094,0.43529,0.53297,0.07747,0.00305,0.16427
6/9/17 19:02,-158,32.92883,16,45,prochloro,0.00446,0.01616,0.01498,0.00127,96.83429,0.00144,0.00098,0.00622,0,15.14866
6/9/17 19:02,-158,32.92883,16,45,synecho,0.08515,0.25772,0.06587,0.05995,2.25458,0.00708,0.03532,0.00201,0.02088,0.50223
6/9/17 19:02,-158,32.92883,16,45,bacteria,0.00187,0.04167,0.0161,0.01846,327.44172,0.00012,0.00656,0.00459,0.00436,258.73864
6/9/17 19:02,-158,32.92883,16,60,picoeuk,1.4184,3.91254,0.55207,0.00817,2.0589,0.07746,0.54098,0.03288,0.00075,0.14145
6/9/17 19:02,-158,32.92883,16,60,prochloro,0.00589,0.0237,0.02162,0.00124,138.5955,0.00013,0.00065,0.00014,2.00E-05,0.91847
6/9/17 19:02,-158,32.92883,16,60,synecho,0.08818,0.29554,0.06445,0.0542,3.876,0.00459,0.0092,0.00282,0.00014,0.17718
6/9/17 19:02,-158,32.92883,16,60,bacteria,0.00178,0.04063,0.01846,0.01641,485.94804,6.00E-05,0.00299,0.00034,0.00072,1.93408
6/9/17 19:02,-158,32.92883,16,95,picoeuk,0.90618,8.82651,0.4756,0.00385,6.97675,0.01831,0.24241,0.00732,0.00116,0.16709
6/9/17 19:02,-158,32.92883,16,95,prochloro,0.03317,0.36251,0.09397,0.00133,176.89703,0.00044,0.00275,0.00061,4.00E-05,2.71923
6/9/17 19:02,-158,32.92883,16,95,synecho,0.0909,2.91419,0.08365,0.72373,6.00949,0.00166,0.00085,0.00134,0.02079,0.20225
6/9/17 19:02,-158,32.92883,16,95,bacteria,0.00187,0.04548,0.02069,0.01888,530.1971,1.00E-05,0.00108,0.00012,4.00E-04,18.3577
6/9/17 19:02,-158,32.92883,16,120,picoeuk,1.12877,10.81915,0.45931,0.00318,2.16308,0.0106,0.47607,0.00955,0.00113,0.17632
6/9/17 19:02,-158,32.92883,16,120,prochloro,0.06609,0.73692,0.16221,0.00161,16.86512,0.00075,0.00672,0.00259,8.00E-05,0.32224
6/9/17 19:02,-158,32.92883,16,120,synecho,0.1697,4.38299,0.0993,1.22569,0.25893,0.00862,0.05884,0.00619,0.03561,0.03948
6/9/17 19:02,-158,32.92883,16,120,bacteria,0.00163,0.03458,0.01881,0.01431,242.91261,5.00E-05,0.00032,4.00E-04,0.00017,11.21426
6/10/17 6:29,-158,32.00017,17,15,picoeuk,1.11648,2.6279,0.41655,0.02273,2.33532,0.02854,0.11313,0.0236,0.02228,0.07501
6/10/17 6:29,-158,32.00017,17,15,prochloro,0.00461,0.01694,0.01881,0.00162,157.18297,2.00E-04,0.00155,0.00042,7.00E-04,13.97599
6/10/17 6:29,-158,32.00017,17,15,synecho,0.0387,0.20712,0.10566,0.0435,3.76131,0.00075,0.00668,0.00452,0.00063,0.24573
6/10/17 6:29,-158,32.00017,17,15,bacteria,0.00207,0.04579,0.0197,0.01777,341.81406,3.00E-05,0.0014,9.00E-05,0.00059,5.89903
6/10/17 6:29,-158,32.00017,17,25,picoeuk,1.08951,2.56739,0.3937,0.01295,2.2362,0.10805,0.30277,0.03398,0.01001,0.08171
6/10/17 6:29,-158,32.00017,17,25,prochloro,0.00428,0.01746,0.01848,0.00133,166.72719,6.00E-05,0.00096,0.00083,2.00E-05,6.85593
6/10/17 6:29,-158,32.00017,17,25,synecho,0.03668,0.23213,0.10906,0.04827,3.26272,0.00089,0.00898,0.0017,0.00162,0.14024
6/10/17 6:29,-158,32.00017,17,25,bacteria,0.00224,0.045,0.0206,0.01904,321.35444,4.00E-05,0.00279,0.00038,0.0018,11.17356
6/10/17 6:29,-158,32.00017,17,45,picoeuk,1.18926,3.39979,0.47079,0.0065,1.82171,0.0285,0.27257,0.00793,0.00038,0.17706
6/10/17 6:29,-158,32.00017,17,45,prochloro,0.00416,0.02369,0.01867,0.00127,231.04359,2.00E-05,0.00018,0.00026,0,2.36163
6/10/17 6:29,-158,32.00017,17,45,synecho,0.06021,0.45234,0.0816,0.10565,1.95984,0.00199,0.01792,0.00596,0.00581,0.02899
6/10/17 6:29,-158,32.00017,17,45,bacteria,0.00231,0.04867,0.01945,0.02122,389.51676,5.00E-05,0.00136,0.00021,0.00085,13.63589
6/10/17 6:29,-158,32.00017,17,60,picoeuk,0.94092,5.10824,0.43763,0.00779,2.0458,0.05504,0.47941,0.01794,0.00068,0.04641
6/10/17 6:29,-158,32.00017,17,60,prochloro,0.00814,0.07302,0.03457,0.00124,176.98449,0.00015,0.00094,0.00066,1.00E-05,0.35184
6/10/17 6:29,-158,32.00017,17,60,synecho,0.07746,1.4158,0.07125,0.33118,2.68643,0.00119,0.07086,0.0011,0.00791,0.04398
6/10/17 6:29,-158,32.00017,17,60,bacteria,0.00193,0.04522,0.02121,0.01747,377.09401,0.00011,0.00264,0.00026,0.00044,16.00554
6/10/17 6:29,-158,32.00017,17,91,picoeuk,0.79385,8.21232,0.43182,0.0049,5.41947,0.00933,0.23586,0.0061,0.00071,0.22735
6/10/17 6:29,-158,32.00017,17,91,prochloro,0.02372,0.28645,0.08565,0.00134,106.96332,0.00025,0.00603,3.00E-04,3.00E-05,1.02799
6/10/17 6:29,-158,32.00017,17,91,synecho,0.08538,2.46543,0.08854,0.66227,0.53175,0.00571,0.04488,0.00301,0.02979,0.04442
6/10/17 6:29,-158,32.00017,17,91,bacteria,0.00143,0.03998,0.01858,0.01548,413.54956,0.00014,0.00299,0.00148,0.00137,41.40519
6/10/17 6:29,-158,32.00017,17,120,picoeuk,1.21285,15.26054,0.49621,0.0058,1.82073,0.00777,0.50331,0.02096,0.00171,0.10453
6/10/17 6:29,-158,32.00017,17,120,prochloro,0.04756,0.58321,0.15906,0.00157,30.40039,0.00044,0.02954,0.00147,1.00E-05,0.60304
6/10/17 6:29,-158,32.00017,17,120,synecho,0.15965,4.0996,0.09175,1.11818,0.0505,0.01616,0.44697,0.00347,0.208,0.02859
6/10/17 6:29,-158,32.00017,17,120,bacteria,0.00138,0.03577,0.01879,0.01421,191.41873,0.00012,0.00259,0.00151,0.00131,21.65306
6/11/17 6:31,-158.00167,29.582,18,15,picoeuk,1.15393,2.56262,0.46779,0.00769,1.87071,0.04808,0.07243,0.02242,0.00313,0.04803
6/11/17 6:31,-158.00167,29.582,18,15,prochloro,0.00484,0.02059,0.02155,0.00124,180.61151,0.00014,0.00042,4.00E-04,1.00E-05,4.70689
6/11/17 6:31,-158.00167,29.582,18,15,synecho,0.04115,0.23504,0.10956,0.04583,3.24243,0.00023,0.00417,0.0029,0.00122,0.07388
6/11/17 6:31,-158.00167,29.582,18,15,bacteria,0.00234,0.04741,0.02089,0.01901,336.98543,0.00012,0.00144,0.00011,0.00014,7.86143
6/11/17 6:31,-158.00167,29.582,18,25,picoeuk,1.11487,2.63616,0.43183,0.01175,1.46187,0.02731,0.07452,0.03903,0.00329,0.25579
6/11/17 6:31,-158.00167,29.582,18,25,prochloro,0.00337,0.01452,0.01662,0.00132,199.48658,0.00017,0.00052,0.00125,5.00E-05,9.24042
6/11/17 6:31,-158.00167,29.582,18,25,synecho,0.03666,0.17356,0.11197,0.03752,2.99687,0.00066,0.0061,0.00184,0.00125,0.1322
6/11/17 6:31,-158.00167,29.582,18,25,bacteria,0.00213,0.04577,0.019,0.02073,350.86738,2.00E-05,0.0012,8.00E-05,0.00061,9.14881
6/11/17 6:31,-158.00167,29.582,18,45,picoeuk,1.06917,2.98859,0.45595,0.02396,1.65308,0.03058,0.17756,0.01873,0.02409,0.11508
6/11/17 6:31,-158.00167,29.582,18,45,prochloro,0.00358,0.02049,0.01707,0.00168,239.24747,7.00E-05,0.00177,0.00029,0.00072,23.9413
6/11/17 6:31,-158.00167,29.582,18,45,synecho,0.04219,0.29583,0.10932,0.06548,2.43193,0.00017,0.00494,0.00192,0.00147,0.22733
6/11/17 6:31,-158.00167,29.582,18,45,bacteria,0.00225,0.04803,0.01877,0.0214,319.79534,3.00E-05,0.00322,0.00014,0.00159,10.88437
6/11/17 6:31,-158.00167,29.582,18,75,picoeuk,0.58696,4.47065,0.33253,0.00909,5.12782,0.01124,0.09234,0.0066,0.01004,0.22407
6/11/17 6:31,-158.00167,29.582,18,75,prochloro,0.01346,0.12347,0.0504,0.00185,161.71654,0.00016,0.00186,0.00022,0.00104,2.32801
6/11/17 6:31,-158.00167,29.582,18,75,synecho,0.08706,2.06552,0.07588,0.52822,1.32995,0.00534,0.01374,0.00217,0.02497,0.00418
6/11/17 6:31,-158.00167,29.582,18,75,bacteria,0.00171,0.0399,0.021,0.01543,383.33147,6.00E-05,0.00153,0.00026,0.00061,25.0003
6/11/17 6:31,-158.00167,29.582,18,95,picoeuk,0.74024,8.5315,0.38289,0.00464,4.77768,0.00549,0.26388,0.01209,0.00218,0.24812
6/11/17 6:31,-158.00167,29.582,18,95,prochloro,0.02536,0.34,0.09084,0.00136,94.57369,0.00011,0.00193,0.00374,9.00E-05,2.57281
6/11/17 6:31,-158.00167,29.582,18,95,synecho,0.21108,5.15303,0.1062,1.14693,0.06632,0.00617,1.02901,0.01687,0.12816,0.0205
6/11/17 6:31,-158.00167,29.582,18,95,bacteria,0.00123,0.03396,0.01654,0.01271,259.80012,2.00E-05,0.00099,0.00026,0.00031,14.56882
6/11/17 6:31,-158.00167,29.582,18,120,picoeuk,1.25319,17.69979,0.50468,0.00377,1.38503,0.07127,0.6004,0.0113,0.00043,0.05465
6/11/17 6:31,-158.00167,29.582,18,120,prochloro,0.04503,0.62149,0.16969,0.0015,39.65102,0.00055,0.00751,0.0012,1.00E-05,0.84638
6/11/17 6:31,-158.00167,29.582,18,120,synecho,0.21986,3.63796,0.13143,1.09988,0.0156,0.05196,1.97946,0.05869,0.40682,0.0033
6/11/17 6:31,-158.00167,29.582,18,120,bacteria,0.00137,0.03452,0.01825,0.01309,137.68352,2.00E-05,0.00119,0.00015,0.00044,0.71818
