V1,V2
34950.8259605597,37325.9287967551
23485.6717194354,34101.0291491396
19662.844246679,24444.8182303316
20208.6652983992,16210.7145242082
23454.6780697759,9507.7553543598
35942.8307607324,9160.89481245667
44621.8847096542,15492.4127720781
46495.6484420837,25695.9112206606
44339.4056745033,33572.8599169504
