V1,V2
27517.134296946,30995.2512018628
12446.9401749674,40801.6773159832
6539.42574324033,67109.5052491467
67383.4962128842,67901.1288238839
65975.053247489,44641.0936716948
53286.5858946398,27021.3764895079
35583.8036512549,27950.8198798044
