V1,V2
25188.2423399877,31218.7882197822
15101.9934920999,26135.211882756
12626.6617407777,18196.4963788832
15021.9092295571,7734.58577612691
19781.6185685282,1339.20009709999
30822.8462458546,4765.78727968036
36559.5835878476,17296.4657541024
33948.0045846669,27139.237642753
