local.time,fcs.file,label,Volume,i,n,fsc,chl,ssc,green,conc,duplicate,exp,lat,long
10/31/11 14:00,francois.20120208.A.0006.fcs,TC2 1400 C,124.8,prochloro,33994,40976,27756,37553,32725,272.3878205,C,TC2,25.96,147.68
10/31/11 14:00,francois.20120208.A.0006.fcs,TC2 1400 C,124.8,beads,7417,65499,47089,64533,65425,59.43108974,C,TC2,25.96,147.68
10/31/11 16:00,Francois.20120201.A.0008.fcs,TC2 1600 A,120,beads,6789,65411,48752,64531,63745,56.575,A,TC2,25.76,148.12
10/31/11 16:00,francois.20120209.A.0005.fcs,TC2 1600 C,166.7,synecho,869,40227,26658,29984,21434,5.212957409,C,TC2,25.76,148.12
10/31/11 16:00,francois.20120209.A.0005.fcs,TC2 1600 C,166.7,prochloro,44377,25125,16537,19499,11496,266.2087582,C,TC2,25.76,148.12
10/31/11 16:00,Francois.20120201.A.0008.fcs,TC2 1600 A,120,synecho,554,54840,38204,49532,42481,4.616666667,A,TC2,25.76,148.12
10/31/11 16:00,Francois.20120201.A.0008.fcs,TC2 1600 A,120,prochloro,27067,43670,30302,40396,34364,225.5583333,A,TC2,25.76,148.12
10/31/11 16:00,francois.20120209.A.0017.fcs,TC2 1600 B,160.7,synecho,846,41628,33252,31431,27934,5.264467953,B,TC2,25.76,148.12
10/31/11 16:00,Francois.20120201.A.0008.fcs,TC2 1600 A,120,heteroBact,44405,29599,23811,36594,28166,370.0416667,A,TC2,25.76,148.12
10/31/11 16:00,francois.20120209.A.0006.fcs,TC2 1600 C,157.5,heteroBact,65422,11444,9346,15524,13844,415.3777778,C,TC2,25.76,148.12
10/31/11 16:00,francois.20120209.A.0017.fcs,TC2 1600 B,160.7,beads,9911,62668,39759,45984,52615,61.67392657,B,TC2,25.76,148.12
10/31/11 16:00,francois.20120209.A.0005.fcs,TC2 1600 C,166.7,beads,10040,62553,35014,46222,44764,60.22795441,C,TC2,25.76,148.12
10/31/11 16:00,francois.20120209.A.0006.fcs,TC2 1600 C,157.5,synecho,1537,36376,23992,29082,27421,9.758730159,C,TC2,25.76,148.12
10/31/11 16:00,francois.20120209.A.0006.fcs,TC2 1600 C,157.5,prochloro,40727,24976,16665,19454,20291,258.584127,C,TC2,25.76,148.12
10/31/11 16:00,francois.20120209.A.0005.fcs,TC2 1600 C,166.7,heteroBact,36645,13709,10891,14306,6960,219.8260348,C,TC2,25.76,148.12
10/31/11 16:00,francois.20120209.A.0006.fcs,TC2 1600 C,157.5,beads,9474,62556,35010,46202,52688,60.15238095,C,TC2,25.76,148.12
10/31/11 16:00,francois.20120209.A.0017.fcs,TC2 1600 B,160.7,prochloro,43836,25065,21880,19482,19993,272.7815806,B,TC2,25.76,148.12
10/31/11 16:00,francois.20120209.A.0017.fcs,TC2 1600 B,160.7,heteroBact,67678,11451,14279,15698,13688,421.1449907,B,TC2,25.76,148.12
10/31/11 18:00,francois.20120209.A.0007.fcs,TC2 1800 C,157.7,prochloro,45402,24957,21628,19550,20261,287.901078,C,TC2,25.61,148.63
10/31/11 18:00,francois.20120209.A.0007.fcs,TC2 1800 C,157.7,beads,9442,62564,39836,46187,52692,59.87317692,C,TC2,25.61,148.63
10/31/11 18:00,francois.20120209.A.0007.fcs,TC2 1800 C,157.7,synecho,546,39567,31364,29660,31522,3.462270133,C,TC2,25.61,148.63
10/31/11 18:00,francois.20120208.A.0010.fcs,TC2 1800 B no SYBR,135.7,heteroBact,41185,30755,16336,35206,21300,NA,B,TC2,25.61,148.63
10/31/11 18:00,francois.20120208.A.0007.fcs,TC2 1800 A,124.7,synecho,322,56439,37122,48640,44016,2.582197273,A,TC2,25.61,148.63
10/31/11 18:00,francois.20120208.A.0011.fcs,TC2 1800 B,123.06,beads,7088,65492,46884,64525,65312,57.59791971,B,TC2,25.61,148.63
10/31/11 18:00,francois.20120208.A.0011.fcs,TC2 1800 B,123.06,synecho,1215,52797,34453,47705,39678,9.873232569,B,TC2,25.61,148.63
10/31/11 18:00,francois.20120208.A.0011.fcs,TC2 1800 B,123.06,prochloro,33654,41737,27177,38132,32334,273.476353,B,TC2,25.61,148.63
10/31/11 18:00,francois.20120208.A.0011.fcs,TC2 1800 B,123.06,heteroBact,49260,28868,20871,34869,26483,400.2925402,B,TC2,25.61,148.63
10/31/11 18:00,francois.20120209.A.0007.fcs,TC2 1800 C,157.7,heteroBact,66916,11450,14308,15397,13765,424.3246671,C,TC2,25.61,148.63
10/31/11 18:00,francois.20120208.A.0010.fcs,TC2 1800 B no SYBR,135.7,synecho,1216,54562,31090,47698,32776,NA,B,TC2,25.61,148.63
10/31/11 18:00,francois.20120208.A.0010.fcs,TC2 1800 B no SYBR,135.7,prochloro,37242,43158,25247,38656,29882,NA,B,TC2,25.61,148.63
10/31/11 18:00,francois.20120208.A.0007.fcs,TC2 1800 A,124.7,beads,7315,65496,47472,64543,65535,58.66078589,A,TC2,25.61,148.63
10/31/11 18:00,francois.20120208.A.0010.fcs,TC2 1800 B no SYBR,135.7,beads,8566,65485,47220,64542,65535,NA,B,TC2,25.61,148.63
10/31/11 18:00,francois.20120208.A.0007.fcs,TC2 1800 A,124.7,prochloro,31159,44133,28338,39840,33359,249.8716921,A,TC2,25.61,148.63
10/31/11 18:00,francois.20120208.A.0007.fcs,TC2 1800 A,124.7,heteroBact,50847,30153,21669,35889,27193,407.7546111,A,TC2,25.61,148.63
10/31/11 20:00,francois.20120209.A.0019.fcs,TC2 2000 B,160.1,prochloro,46787,25786,22560,19902,20712,292.2361024,B,TC2,25.48,149.05
10/31/11 20:00,francois.20120209.A.0019.fcs,TC2 2000 B,160.1,heteroBact,78666,11545,14924,15558,14106,491.3554029,B,TC2,25.48,149.05
10/31/11 20:00,francois.20120209.A.0018.fcs,TC2 2000 A,160.3,beads,8288,62669,39777,46003,52644,51.70305677,A,TC2,25.48,149.05
10/31/11 20:00,francois.20120209.A.0018.fcs,TC2 2000 A,160.3,synecho,999,40563,33374,30965,28844,6.232064878,A,TC2,25.48,149.05
10/31/11 20:00,francois.20120209.A.0018.fcs,TC2 2000 A,160.3,prochloro,44741,25947,22164,19905,20562,279.1079226,A,TC2,25.48,149.05
10/31/11 20:00,francois.20120209.A.0018.fcs,TC2 2000 A,160.3,heteroBact,78427,11530,14304,15569,13786,489.2514036,A,TC2,25.48,149.05
10/31/11 20:00,francois.20120209.A.0019.fcs,TC2 2000 B,160.1,beads,9956,62650,39795,46064,52657,62.18613367,B,TC2,25.48,149.05
10/31/11 20:00,francois.20120209.A.0019.fcs,TC2 2000 B,160.1,synecho,840,39292,32519,30973,30098,5.2467208,B,TC2,25.48,149.05
10/31/11 22:00,francois.20120209.A.0008.fcs,TC2 2200 B,164.73,heteroBact,73928,11449,14199,15462,13729,448.7828568,B,TC2,25.28,149.48
10/31/11 22:00,francois.20120208.A.0008.fcs,TC2 2200 A,124.7,synecho,752,54518,35418,48246,41612,6.030473136,A,TC2,25.28,149.48
10/31/11 22:00,francois.20120209.A.0008.fcs,TC2 2200 B,164.73,synecho,619,40412,31205,29829,30967,3.757664056,B,TC2,25.28,149.48
10/31/11 22:00,francois.20120209.A.0008.fcs,TC2 2200 B,164.73,prochloro,44135,25260,22073,20020,20812,267.9232684,B,TC2,25.28,149.48
10/31/11 22:00,francois.20120208.A.0008.fcs,TC2 2200 A,124.7,beads,8078,65495,47398,64540,65535,64.77947073,A,TC2,25.28,149.48
10/31/11 22:00,francois.20120209.A.0020.fcs,TC2 2200 C,162,synecho,856,41744,33014,31556,29785,5.283950617,C,TC2,25.28,149.48
10/31/11 22:00,francois.20120209.A.0008.fcs,TC2 2200 B,164.73,beads,8654,62692,39836,45960,52700,52.53445031,B,TC2,25.28,149.48
10/31/11 22:00,francois.20120208.A.0008.fcs,TC2 2200 A,124.7,heteroBact,56072,30158,21856,35908,27065,449.6551724,A,TC2,25.28,149.48
10/31/11 22:00,francois.20120209.A.0020.fcs,TC2 2200 C,162,beads,9204,62646,39783,46047,52636,56.81481481,C,TC2,25.28,149.48
10/31/11 22:00,francois.20120209.A.0020.fcs,TC2 2200 C,162,prochloro,43464,25385,22093,19963,20796,268.2962963,C,TC2,25.28,149.48
10/31/11 22:00,francois.20120208.A.0008.fcs,TC2 2200 A,124.7,prochloro,31335,44199,29054,40191,34114,251.2830794,A,TC2,25.28,149.48
10/31/11 22:00,francois.20120209.A.0020.fcs,TC2 2200 C,162,heteroBact,74667,11512,14195,15571,13740,460.9074074,C,TC2,25.28,149.48
11/1/11 0:00,Francois.20120201.A.0009.fcs,TC2 2400 C,129,heteroBact,48856,29770,24874,36786,28523,378.7286822,C,TC2,25.16,149.9
11/1/11 0:00,Francois.20120201.A.0009.fcs,TC2 2400 C,129,synecho,870,53468,37299,48822,42502,6.744186047,C,TC2,25.16,149.9
11/1/11 0:00,Francois.20120201.A.0009.fcs,TC2 2400 C,129,prochloro,26552,42920,30835,40365,35444,205.8294574,C,TC2,25.16,149.9
11/1/11 0:00,francois.20120209.A.0021.fcs,TC2 2400 A,163.7,heteroBact,65827,11612,15275,15780,13786,402.1197312,A,TC2,25.16,149.9
11/1/11 0:00,Francois.20120201.A.0009.fcs,TC2 2400 C,129,beads,7363,65411,48806,64536,63859,57.07751938,C,TC2,25.16,149.9
11/1/11 0:00,francois.20120209.A.0021.fcs,TC2 2400 A,163.7,beads,9245,62634,39792,46031,52647,56.47525962,A,TC2,25.16,149.9
11/1/11 0:00,francois.20120209.A.0021.fcs,TC2 2400 A,163.7,prochloro,41092,24559,22345,19501,20867,251.0201588,A,TC2,25.16,149.9
11/1/11 0:00,francois.20120209.A.0021.fcs,TC2 2400 A,163.7,synecho,968,38292,31278,30676,29140,5.913255956,A,TC2,25.16,149.9
11/1/11 2:00,Francois.20120201.A.0001.fcs,TC2 0200 B,124,prochloro,20942,11324,14964,23917,136,168.8870968,B,TC2,25,150.4
11/1/11 2:00,Francois.20120201.A.0001.fcs,TC2 0200 B,124,heteroBact,25766,10762,205,23550,136,207.7903226,B,TC2,25,150.4
11/1/11 2:00,Francois.20120201.A.0002.fcs,TC2 0200 B,41.87,synecho,496,52882,32395,48264,41902,NA,B,TC2,25,150.4
11/1/11 2:00,Francois.20120201.A.0002.fcs,TC2 0200 B,41.87,prochloro,14241,41280,26038,40133,34627,NA,B,TC2,25,150.4
11/1/11 2:00,Francois.20120201.A.0002.fcs,TC2 0200 B,41.87,heteroBact,17654,29437,19615,37025,28537,NA,B,TC2,25,150.4
11/1/11 2:00,Francois.20120201.A.0001.fcs,TC2 0200 B,124,beads,5607,50810,42628,52397,58722,45.21774194,B,TC2,25,150.4
11/1/11 2:00,Francois.20120201.A.0001.fcs,TC2 0200 B,124,synecho,122,26406,34590,37268,11240,0.983870968,B,TC2,25,150.4
11/1/11 2:00,francois.20120208.A.0001.fcs,TC2 0200 C,125,synecho,1287,53551,33273,48269,39986,10.296,C,TC2,25,150.4
11/1/11 2:00,Francois.20120201.A.0002.fcs,TC2 0200 B,41.87,beads,1810,65428,43562,64544,64038,NA,B,TC2,25,150.4
11/1/11 2:00,francois.20120208.A.0001.fcs,TC2 0200 C,125,heteroBact,54207,29979,19686,36212,26407,433.656,C,TC2,25,150.4
11/1/11 2:00,francois.20120209.A.0001.fcs,TC2 0200 A,158.23,beads,9138,62654,34960,46276,44732,57.75137458,A,TC2,25,150.4
11/1/11 2:00,francois.20120209.A.0001.fcs,TC2 0200 A,158.23,synecho,2175,34843,23359,28739,18919,13.74581306,A,TC2,25,150.4
11/1/11 2:00,francois.20120208.A.0001.fcs,TC2 0200 C,125,prochloro,33526,42194,27072,39685,32458,268.208,C,TC2,25,150.4
11/1/11 2:00,francois.20120209.A.0001.fcs,TC2 0200 A,158.23,heteroBact,39959,13162,11557,14458,6994,252.5374455,A,TC2,25,150.4
11/1/11 2:00,francois.20120209.A.0002.fcs,TC2 0200 A,160,beads,6437,65485,47790,64532,65535,40.23125,A,TC2,25,150.4
11/1/11 2:00,francois.20120209.A.0002.fcs,TC2 0200 A,160,synecho,1364,52420,35860,48245,41340,8.525,A,TC2,25,150.4
11/1/11 2:00,francois.20120209.A.0001.fcs,TC2 0200 A,158.23,prochloro,47312,23109,16975,18985,11632,299.0077735,A,TC2,25,150.4
11/1/11 2:00,francois.20120209.A.0002.fcs,TC2 0200 A,160,heteroBact,47052,28907,23449,35558,27408,294.075,A,TC2,25,150.4
11/1/11 2:00,francois.20120208.A.0001.fcs,TC2 0200 C,125,beads,7250,65464,47565,64524,65535,58,C,TC2,25,150.4
11/1/11 2:00,francois.20120209.A.0002.fcs,TC2 0200 A,160,prochloro,34009,40940,29912,38848,33954,212.55625,A,TC2,25,150.4
11/1/11 4:00,francois.20120209.A.0003.fcs,TC2 0400 A,158,synecho,2074,34736,22288,27323,18033,13.12658228,A,TC2,24.85,150.82
11/1/11 4:00,francois.20120209.A.0003.fcs,TC2 0400 A,158,heteroBact,31180,13344,10149,14045,6806,197.3417722,A,TC2,24.85,150.82
11/1/11 4:00,francois.20120209.A.0003.fcs,TC2 0400 A,158,beads,8835,62534,34887,46196,44710,55.91772152,A,TC2,24.85,150.82
11/1/11 4:00,Francois.20120201.A.0003.fcs,TC2 0400 C,69,heteroBact,25229,28817,23332,36610,27704,365.6376812,C,TC2,24.85,150.82
11/1/11 4:00,Francois.20120201.A.0003.fcs,TC2 0400 C,69,beads,3750,65423,48689,64541,63972,54.34782609,C,TC2,24.85,150.82
11/1/11 4:00,Francois.20120201.A.0003.fcs,TC2 0400 C,69,synecho,643,52470,36466,48528,41633,9.31884058,C,TC2,24.85,150.82
11/1/11 4:00,Francois.20120201.A.0003.fcs,TC2 0400 C,69,prochloro,24352,39160,29581,38757,34082,352.9275362,C,TC2,24.85,150.82
11/1/11 4:00,francois.20120209.A.0003.fcs,TC2 0400 A,158,prochloro,54375,22498,15832,17975,10767,344.1455696,A,TC2,24.85,150.82
11/1/11 6:00,Francois.20120201.A.0005.fcs,TC2 0600 B +5min,119,beads,6530,65420,48720,64526,64040,54.87394958,B,TC2,24.67,151.33
11/1/11 6:00,francois.20120209.A.0004.fcs,TC2 0600 C,159.27,heteroBact,34930,13821,10866,14277,7091,219.3131161,C,TC2,24.67,151.33
11/1/11 6:00,Francois.20120201.A.0005.fcs,TC2 0600 B +5min,119,synecho,975,52801,29989,48291,36068,8.193277311,B,TC2,24.67,151.33
11/1/11 6:00,Francois.20120201.A.0005.fcs,TC2 0600 B +5min,119,prochloro,38031,39488,24765,39015,27995,319.5882353,B,TC2,24.67,151.33
11/1/11 6:00,Francois.20120201.A.0005.fcs,TC2 0600 B +5min,119,heteroBact,40045,29285,15979,36545,22022,336.512605,B,TC2,24.67,151.33
11/1/11 6:00,Francois.20120201.A.0004.fcs,TC2 0600 B,119,prochloro,40785,39510,24391,39004,27276,342.7310924,B,TC2,24.67,151.33
11/1/11 6:00,Francois.20120201.A.0004.fcs,TC2 0600 B,119,heteroBact,45525,29305,15386,36520,21277,382.5630252,B,TC2,24.67,151.33
11/1/11 6:00,francois.20120209.A.0004.fcs,TC2 0600 C,159.27,beads,8924,62675,35063,46251,44769,56.03063979,C,TC2,24.67,151.33
11/1/11 6:00,francois.20120209.A.0004.fcs,TC2 0600 C,159.27,synecho,1964,34917,22346,27827,18111,12.33126138,C,TC2,24.67,151.33
11/1/11 6:00,francois.20120209.A.0004.fcs,TC2 0600 C,159.27,prochloro,49237,21895,15949,18193,11035,309.141709,C,TC2,24.67,151.33
11/1/11 6:00,francois.20120209.A.0012.fcs,TC2 0600 A,158.3,heteroBact,69790,11102,14004,15691,13639,440.8717625,A,TC2,24.67,151.33
11/1/11 6:00,francois.20120209.A.0012.fcs,TC2 0600 A,158.3,beads,10269,62719,39840,46046,52730,64.87049905,A,TC2,24.67,151.33
11/1/11 6:00,Francois.20120201.A.0004.fcs,TC2 0600 B,119,beads,7028,65412,48673,64529,64039,59.05882353,B,TC2,24.67,151.33
11/1/11 6:00,Francois.20120201.A.0004.fcs,TC2 0600 B,119,synecho,612,54164,31383,49132,37164,5.142857143,B,TC2,24.67,151.33
11/1/11 6:00,francois.20120209.A.0012.fcs,TC2 0600 A,158.3,synecho,2108,34926,26991,27615,26956,13.31648768,A,TC2,24.67,151.33
11/1/11 6:00,francois.20120209.A.0012.fcs,TC2 0600 A,158.3,prochloro,57272,22731,21428,17966,19523,361.7940619,A,TC2,24.67,151.33
11/1/11 8:00,Francois.20120201.A.0006.fcs,TC2 0800 B,120,synecho,1545,50898,35596,46802,41016,12.875,B,TC2,24.46,151.82
11/1/11 8:00,Francois.20120201.A.0006.fcs,TC2 0800 B,120,prochloro,42057,38193,28858,38342,33909,350.475,B,TC2,24.46,151.82
11/1/11 8:00,Francois.20120201.A.0006.fcs,TC2 0800 B,120,beads,6657,65414,48700,64530,63856,55.475,B,TC2,24.46,151.82
11/1/11 8:00,francois.20120208.A.0002.fcs,TC2 0800 A,124.5,prochloro,46380,38546,26815,37314,32388,372.5301205,A,TC2,24.46,151.82
11/1/11 8:00,francois.20120208.A.0002.fcs,TC2 0800 A,124.5,heteroBact,46957,28811,20106,35938,26518,377.1646586,A,TC2,24.46,151.82
11/1/11 8:00,Francois.20120201.A.0006.fcs,TC2 0800 B,120,heteroBact,43737,28439,22587,36336,27289,364.475,B,TC2,24.46,151.82
11/1/11 8:00,francois.20120208.A.0002.fcs,TC2 0800 A,124.5,beads,7782,65477,47578,64538,65535,62.5060241,A,TC2,24.46,151.82
11/1/11 8:00,francois.20120208.A.0002.fcs,TC2 0800 A,124.5,synecho,1521,52200,33478,47139,40177,12.21686747,A,TC2,24.46,151.82
11/1/11 8:00,francois.20120209.A.0014.fcs,TC2 0800 C,160.3,heteroBact,74403,10982,14095,15517,13409,464.1484716,C,TC2,24.46,151.82
11/1/11 8:00,francois.20120209.A.0014.fcs,TC2 0800 C,160.3,beads,8559,62684,39833,46003,52688,53.39363693,C,TC2,24.46,151.82
11/1/11 8:00,francois.20120209.A.0014.fcs,TC2 0800 C,160.3,synecho,2074,34855,27248,28046,26912,12.9382408,C,TC2,24.46,151.82
11/1/11 8:00,francois.20120209.A.0014.fcs,TC2 0800 C,160.3,prochloro,53388,21165,21065,17270,19621,333.0505303,C,TC2,24.46,151.82
11/1/11 10:00,francois.20120131.A.0004.fcs,TC2 1000 C,NA,beads,3392,61676,42996,53152,60140,NA,C,TC2,24.31,152.19
11/1/11 10:00,francois.20120131.A.0004.fcs,TC2 1000 C,NA,synecho,196,35571,30966,35036,36175,NA,C,TC2,24.31,152.19
11/1/11 10:00,francois.20120131.A.0004.fcs,TC2 1000 C,NA,prochloro,6254,20310,23023,24722,26720,NA,C,TC2,24.31,152.19
11/1/11 10:00,francois.20120131.A.0004.fcs,TC2 1000 C,NA,heteroBact,11154,9842,16116,22242,22115,NA,C,TC2,24.31,152.19
11/1/11 10:00,francois.20120131.A.0005.fcs,TC2 1000 C,NA,beads,4831,61648,43027,50698,60070,NA,C,TC2,24.31,152.19
11/1/11 10:00,francois.20120131.A.0005.fcs,TC2 1000 C,NA,synecho,142,37853,32060,33465,35574,NA,C,TC2,24.31,152.19
11/1/11 10:00,francois.20120131.A.0005.fcs,TC2 1000 C,NA,prochloro,16035,19961,20780,21972,23954,NA,C,TC2,24.31,152.19
11/1/11 10:00,francois.20120131.A.0005.fcs,TC2 1000 C,NA,heteroBact,16709,9128,14449,19914,20140,NA,C,TC2,24.31,152.19
11/1/11 10:00,Francois.20120201.A.0007.fcs,TC2 1000 A,116,prochloro,39541,38804,29952,38563,34026,340.8706897,A,TC2,24.31,152.19
11/1/11 10:00,Francois.20120201.A.0007.fcs,TC2 1000 A,116,heteroBact,45476,28703,23814,36438,27688,392.0344828,A,TC2,24.31,152.19
11/1/11 10:00,francois.20120208.A.0003.fcs,TC2 1000 B,124,prochloro,44255,39028,27548,37363,32605,356.8951613,B,TC2,24.31,152.19
11/1/11 10:00,francois.20120208.A.0003.fcs,TC2 1000 B,124,heteroBact,47275,28845,20380,35685,26481,381.25,B,TC2,24.31,152.19
11/1/11 10:00,francois.20120208.A.0003.fcs,TC2 1000 B,124,beads,7128,65490,47521,64544,65535,57.48387097,B,TC2,24.31,152.19
11/1/11 10:00,francois.20120208.A.0003.fcs,TC2 1000 B,124,synecho,1212,52826,34126,46982,40372,9.774193548,B,TC2,24.31,152.19
11/1/11 10:00,Francois.20120201.A.0007.fcs,TC2 1000 A,116,synecho,1238,51634,36491,47239,41487,10.67241379,A,TC2,24.31,152.19
11/1/11 10:00,Francois.20120201.A.0007.fcs,TC2 1000 A,116,beads,5838,65412,48793,64524,63778,50.32758621,A,TC2,24.31,152.19
11/1/11 12:00,francois.20120209.A.0009.fcs,TC2 1200+1 B,159.85,beads,9488,62691,39830,45974,52679,59.35564592,B,TC2,24.12,152.65
11/1/11 12:00,francois.20120209.A.0009.fcs,TC2 1200+1 B,159.85,heteroBact,69968,11556,14482,15969,13758,437.7103535,B,TC2,24.12,152.65
11/1/11 12:00,francois.20120209.A.0022.fcs,TC2 1200+1 C,163.7,heteroBact,73111,11674,14759,16074,13962,446.6157605,C,TC2,24.12,152.65
11/1/11 12:00,francois.20120209.A.0023.fcs,TC2 1200+1 A,164.1,beads,8866,62655,39769,46029,52616,54.02803169,A,TC2,24.12,152.65
11/1/11 12:00,francois.20120209.A.0009.fcs,TC2 1200+1 B,159.85,synecho,591,42396,34433,30619,30276,3.69721614,B,TC2,24.12,152.65
11/1/11 12:00,francois.20120209.A.0009.fcs,TC2 1200+1 B,159.85,prochloro,48248,25288,23306,20210,19931,301.8329684,B,TC2,24.12,152.65
11/1/11 12:00,francois.20120209.A.0022.fcs,TC2 1200+1 C,163.7,prochloro,49507,25448,23462,20039,19888,302.425168,C,TC2,24.12,152.65
11/1/11 12:00,francois.20120209.A.0023.fcs,TC2 1200+1 A,164.1,heteroBact,73061,11519,14648,15975,13841,445.2224254,A,TC2,24.12,152.65
11/1/11 12:00,francois.20120209.A.0022.fcs,TC2 1200+1 C,163.7,beads,8762,62634,39777,46002,52613,53.52474038,C,TC2,24.12,152.65
11/1/11 12:00,francois.20120209.A.0022.fcs,TC2 1200+1 C,163.7,synecho,658,42974,36740,32408,28221,4.019547954,C,TC2,24.12,152.65
11/1/11 12:00,francois.20120209.A.0023.fcs,TC2 1200+1 A,164.1,prochloro,50801,25336,23432,20139,19934,309.5734308,A,TC2,24.12,152.65
11/1/11 12:00,francois.20120209.A.0023.fcs,TC2 1200+1 A,164.1,synecho,669,44592,37041,32576,29714,4.07678245,A,TC2,24.12,152.65
11/1/11 14:00,francois.20120209.A.0010.fcs,TC2 1400+1 B,160,beads,9887,62717,39821,45964,52677,61.79375,B,TC2,24,153.15
11/1/11 14:00,Francois.20120201.A.0010.fcs,TC2 1400+1 A,118,beads,6013,65412,48781,64537,63834,50.95762712,A,TC2,24,153.15
11/1/11 14:00,francois.20120209.A.0010.fcs,TC2 1400+1 B,160,synecho,914,38760,30572,29430,29299,5.7125,B,TC2,24,153.15
11/1/11 14:00,francois.20120209.A.0010.fcs,TC2 1400+1 B,160,prochloro,48493,24167,21566,18909,19701,303.08125,B,TC2,24,153.15
11/1/11 14:00,francois.20120209.A.0010.fcs,TC2 1400+1 B,160,heteroBact,69294,11275,13703,15630,13244,433.0875,B,TC2,24,153.15
11/1/11 14:00,Francois.20120201.A.0010.fcs,TC2 1400+1 A,118,synecho,810,53199,36664,47611,42132,6.86440678,A,TC2,24,153.15
11/1/11 14:00,Francois.20120201.A.0010.fcs,TC2 1400+1 A,118,prochloro,32408,42456,30099,39666,34134,274.6440678,A,TC2,24,153.15
11/1/11 14:00,Francois.20120201.A.0010.fcs,TC2 1400+1 A,118,heteroBact,47892,29292,23644,36505,28000,405.8644068,A,TC2,24,153.15
11/1/11 14:00,francois.20120209.A.0025.fcs,TC2 1400+1 C,166.1,beads,8943,62587,39772,46146,52711,53.8410596,C,TC2,24,153.15
11/1/11 14:00,francois.20120209.A.0025.fcs,TC2 1400+1 C,166.1,synecho,1405,39348,32901,31434,28327,8.458759783,C,TC2,24,153.15
11/1/11 14:00,francois.20120209.A.0025.fcs,TC2 1400+1 C,166.1,prochloro,50077,24218,22027,19175,19924,301.487056,C,TC2,24,153.15
11/1/11 14:00,francois.20120209.A.0025.fcs,TC2 1400+1 C,166.1,heteroBact,70914,11337,14770,15812,13965,426.935581,C,TC2,24,153.15
11/1/11 14:00,francois.20120209.A.0024.fcs,TC2 1400+1 C,161.4,prochloro,47806,24439,18148,18684,15914,296.1957869,C,TC2,24,153.15
11/1/11 14:00,francois.20120209.A.0024.fcs,TC2 1400+1 C,161.4,heteroBact,21237,12374,10986,13163,10827,131.5799257,C,TC2,24,153.15
11/1/11 14:00,francois.20120209.A.0024.fcs,TC2 1400+1 C,161.4,beads,10130,62645,39678,46138,52674,62.76332094,C,TC2,24,153.15
11/1/11 14:00,francois.20120209.A.0024.fcs,TC2 1400+1 C,161.4,synecho,1398,41330,27202,32058,18938,8.661710037,C,TC2,24,153.15
11/1/11 16:00,francois.20120208.A.0009.fcs,TC2 1600+1 B,126.9,prochloro,29771,44200,28382,39707,33354,234.6020489,B,TC2,23.9,153.6
11/1/11 16:00,francois.20120209.A.0011.fcs,TC2 1600+1 A,158.5,synecho,718,39574,30858,30177,29948,4.529968454,A,TC2,23.9,153.6
11/1/11 16:00,francois.20120208.A.0009.fcs,TC2 1600+1 B,126.9,heteroBact,52216,30242,21322,35833,26772,411.4736013,B,TC2,23.9,153.6
11/1/11 16:00,francois.20120209.A.0011.fcs,TC2 1600+1 A,158.5,heteroBact,67050,11498,14376,15399,13758,423.0283912,A,TC2,23.9,153.6
11/1/11 16:00,francois.20120208.A.0009.fcs,TC2 1600+1 B,126.9,synecho,954,55152,36708,48670,39575,7.517730496,B,TC2,23.9,153.6
11/1/11 16:00,francois.20120209.A.0011.fcs,TC2 1600+1 A,158.5,beads,10332,62692,39810,45934,52641,65.18611987,A,TC2,23.9,153.6
11/1/11 16:00,francois.20120209.A.0011.fcs,TC2 1600+1 A,158.5,prochloro,45630,24208,21292,19016,19988,287.8864353,A,TC2,23.9,153.6
11/1/11 16:00,francois.20120208.A.0009.fcs,TC2 1600+1 B,126.9,beads,7402,65487,47383,64537,65535,58.32939322,B,TC2,23.9,153.6
10/26/11 7:00,Francois.20120215.A.0002.fcs,2610 0700 B,156.63,beads,6539,63369,39658,45934,52704,41.7480687,B,U,47.31,127.12
10/26/11 7:00,Francois.20120215.A.0002.fcs,2610 0700 B,156.63,synecho,2902,38596,33704,25460,24646,18.52774054,B,U,47.31,127.12
10/26/11 7:00,Francois.20120215.A.0002.fcs,2610 0700 B,156.63,prochloro,16782,28789,23585,21336,23890,107.1442252,B,U,47.31,127.12
10/26/11 7:00,Francois.20120215.A.0002.fcs,2610 0700 B,156.63,heteroBact,115323,13198,14878,15142,15020,736.2765754,B,U,47.31,127.12
10/26/11 7:00,Francois.20120215.A.0016.fcs,2610 0700 C,160,beads,10584,63308,39632,45897,52703,66.15,C,U,47.31,127.12
10/26/11 7:00,Francois.20120215.A.0016.fcs,2610 0700 C,160,synecho,5743,40701,35765,25353,22552,35.89375,C,U,47.31,127.12
10/26/11 7:00,Francois.20120215.A.0016.fcs,2610 0700 C,160,prochloro,20895,28595,23858,21320,24012,130.59375,C,U,47.31,127.12
10/26/11 7:00,Francois.20120215.A.0016.fcs,2610 0700 C,160,heteroBact,121403,13156,15325,15093,15142,758.76875,C,U,47.31,127.12
10/26/11 7:00,Francois.20120215.A.0017.fcs,2610 0700 A,161.2,beads,8756,63324,39646,45885,52706,54.31761787,A,U,47.31,127.12
10/26/11 7:00,Francois.20120215.A.0017.fcs,2610 0700 A,161.2,synecho,3567,40550,38002,25012,22212,22.12779156,A,U,47.31,127.12
