V1,V2
42108.2789211687,31825.7416453171
30715.9285550832,26409.5909667811
24506.5900585521,16864.0981010215
26050.2402204481,10864.5242093631
30080.246720458,7127.84244177424
37819.714659235,7340.24462703413
47388.6399722036,18589.1567985179
