V1,V2
30728.2012083041,29131.5323240779
22059.7558240308,42680.5227588904
25683.5167013237,65882.572744777
67082.2961812947,67458.8868852369
67257.8575256742,39918.6640769651
34393.9803220479,22517.0215419589
