V1,V2
19180.2812203999,33476.7921187471
7963.93056544982,30170.3083752097
-366.408563564681,20206.8817903155
-1176.25172162854,8507.58595744909
2000.33171274644,-277.301132688545
16545.8848012991,1429.86841038383
31000.6914578786,14719.6833728589
