V1,V2
22520.9415368274,30960.4760568866
15368.4727622125,35135.3573228763
7713.23208924103,53791.0913046829
11538.3316915053,66525.4281078069
66686.4966736827,67147.5636462801
68246.601999121,60626.2500554982
63481.956005215,35926.9136999516
39561.1048740171,22561.646287498
