file,n.opp,n.opp.,n.evt,n.evt.,beads,pro,syn,pico,width,corr,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2
2015_080/2015-03-21T20-35-40+00-00.gz,630,630,984192,975889,0,5,263,359,5000,0,-14439,-16567,-66647,-67175,0.656,0.683,1.635,1.632
2015_080/2015-03-21T20-35-40+00-00.gz,1615,1615,984192,975889,0,29,593,988,5000,2500,-11939,-14067,-64147,-64675,0.656,0.683,1.635,1.632
2015_080/2015-03-21T20-35-40+00-00.gz,3055,3055,984192,975889,1,94,935,1997,5000,5000,-9439,-11567,-61647,-62175,0.656,0.683,1.635,1.632
2015_080/2015-03-21T20-35-40+00-00.gz,4802,4802,984192,975889,8,180,1234,3308,5000,7500,-6939,-9067,-59147,-59675,0.656,0.683,1.635,1.632
2015_080/2015-03-21T20-35-40+00-00.gz,6704,6704,984192,975889,122,299,1542,4611,5000,10000,-4439,-6567,-56647,-57175,0.656,0.683,1.635,1.632
2015_080/2015-03-21T20-35-40+00-00.gz,10385,10330,984192,975889,275,583,2182,6748,5000,1,0,0,-66646,-67174,0.656,0.683,1.635,1.632
2015_080/2015-03-21T20-35-40+00-00.gz,4071,4071,984192,975889,0,339,1188,2308,5000,2,0,0,-66645,-67173,0.385238523852385,0.372337233723372,1.635,1.632
2015_080/2015-03-21T20-35-40+00-00.gz,5141,5141,984192,975889,0,378,1366,3123,5000,3,0,0,-64147,-64675,0.432118211821182,0.432118211821182,1.635,1.632
2015_080/2015-03-21T20-35-40+00-00.gz,3258,3258,984192,975889,0,293,1012,1746,5000,4,0,0,-69147,-69675,0.338358835883588,0.325457545754575,1.635,1.632
2015_081/2015-03-22T02-39-13+00-00.gz,583,583,1366656,1365755,0,0,297,282,5000,0,-14439,-16567,-66647,-67175,0.656,0.683,1.635,1.632
2015_081/2015-03-22T02-39-13+00-00.gz,1725,1725,1366656,1365755,0,5,701,1005,5000,2500,-11939,-14067,-64147,-64675,0.656,0.683,1.635,1.632
2015_081/2015-03-22T02-39-13+00-00.gz,3340,3340,1366656,1365755,0,21,1091,2194,5000,5000,-9439,-11567,-61647,-62175,0.656,0.683,1.635,1.632
2015_081/2015-03-22T02-39-13+00-00.gz,5416,5416,1366656,1365755,0,80,1493,3766,5000,7500,-6939,-9067,-59147,-59675,0.656,0.683,1.635,1.632
2015_081/2015-03-22T02-39-13+00-00.gz,7618,7618,1366656,1365755,2,169,1925,5393,5000,10000,-4439,-6567,-56647,-57175,0.656,0.683,1.635,1.632
2015_081/2015-03-22T02-39-13+00-00.gz,11817,11797,1366656,1365755,4,533,2750,8172,5000,1,0,0,-66646,-67174,0.656,0.683,1.635,1.632
2015_081/2015-03-22T02-39-13+00-00.gz,3922,3922,1366656,1365755,0,194,1267,2380,5000,2,0,0,-66645,-67173,0.385238523852385,0.372337233723372,1.635,1.632
2015_081/2015-03-22T02-39-13+00-00.gz,5342,5342,1366656,1365755,0,251,1558,3418,5000,3,0,0,-64147,-64675,0.432118211821182,0.432118211821182,1.635,1.632
2015_081/2015-03-22T02-39-13+00-00.gz,2929,2929,1366656,1365755,0,142,1043,1673,5000,4,0,0,-69147,-69675,0.338358835883588,0.325457545754575,1.635,1.632
2015_081/2015-03-22T14-31-20+00-00.gz,476,476,2486656,2449190,0,0,356,57,5000,0,-14439,-16567,-66647,-67175,0.656,0.683,1.635,1.632
2015_081/2015-03-22T14-31-20+00-00.gz,1374,1374,2486656,2449190,0,1,900,239,5000,2500,-11939,-14067,-64147,-64675,0.656,0.683,1.635,1.632
2015_081/2015-03-22T14-31-20+00-00.gz,2990,2990,2486656,2449190,0,94,1610,667,5000,5000,-9439,-11567,-61647,-62175,0.656,0.683,1.635,1.632
2015_081/2015-03-22T14-31-20+00-00.gz,5219,5219,2486656,2449190,0,431,2330,1324,5000,7500,-6939,-9067,-59147,-59675,0.656,0.683,1.635,1.632
2015_081/2015-03-22T14-31-20+00-00.gz,7722,7722,2486656,2449190,0,1100,3060,1882,5000,10000,-4439,-6567,-56647,-57175,0.656,0.683,1.635,1.632
2015_081/2015-03-22T14-31-20+00-00.gz,14775,14486,2486656,2449190,0,3218,4778,2630,5000,1,0,0,-66646,-67174,0.656,0.683,1.635,1.632
2015_081/2015-03-22T14-31-20+00-00.gz,6981,6981,2486656,2449190,0,1879,2408,560,5000,2,0,0,-66645,-67173,0.385238523852385,0.372337233723372,1.635,1.632
2015_081/2015-03-22T14-31-20+00-00.gz,8152,8152,2486656,2449190,0,2120,2805,764,5000,3,0,0,-64147,-64675,0.432118211821182,0.432118211821182,1.635,1.632
2015_081/2015-03-22T14-31-20+00-00.gz,6067,6067,2486656,2449190,0,1642,2065,457,5000,4,0,0,-69147,-69675,0.338358835883588,0.325457545754575,1.635,1.632
2015_081/2015-03-22T20-31-15+00-00.gz,252,252,2635900,1929243,0,142,53,13,5000,0,-14439,-16567,-66647,-67175,0.656,0.683,1.635,1.632
2015_081/2015-03-22T20-31-15+00-00.gz,1821,1821,2635900,1929243,0,1386,228,33,5000,2500,-11939,-14067,-64147,-64675,0.656,0.683,1.635,1.632
2015_081/2015-03-22T20-31-15+00-00.gz,5608,5608,2635900,1929243,0,4844,370,104,5000,5000,-9439,-11567,-61647,-62175,0.656,0.683,1.635,1.632
2015_081/2015-03-22T20-31-15+00-00.gz,9844,9844,2635900,1929243,0,8536,454,247,5000,7500,-6939,-9067,-59147,-59675,0.656,0.683,1.635,1.632
2015_081/2015-03-22T20-31-15+00-00.gz,13574,13574,2635900,1929243,1,11365,527,418,5000,10000,-4439,-6567,-56647,-57175,0.656,0.683,1.635,1.632
2015_081/2015-03-22T20-31-15+00-00.gz,21215,20154,2635900,1929243,2,14099,690,603,5000,1,0,0,-66646,-67174,0.656,0.683,1.635,1.632
2015_081/2015-03-22T20-31-15+00-00.gz,17363,17363,2635900,1929243,0,12034,425,66,5000,2,0,0,-66645,-67173,0.385238523852385,0.372337233723372,1.635,1.632
2015_081/2015-03-22T20-31-15+00-00.gz,18048,18048,2635900,1929243,0,12436,486,106,5000,3,0,0,-64147,-64675,0.432118211821182,0.432118211821182,1.635,1.632
2015_081/2015-03-22T20-31-15+00-00.gz,16674,16674,2635900,1929243,0,11588,365,48,5000,4,0,0,-69147,-69675,0.338358835883588,0.325457545754575,1.635,1.632
2015_082/2015-03-23T03-00-15+00-00.gz,165,165,2651154,1996950,0,60,26,16,5000,0,-14439,-16567,-66647,-67175,0.656,0.683,1.635,1.632
2015_082/2015-03-23T03-00-15+00-00.gz,1308,1308,2651154,1996950,0,1009,106,43,5000,2500,-11939,-14067,-64147,-64675,0.656,0.683,1.635,1.632
2015_082/2015-03-23T03-00-15+00-00.gz,4823,4823,2651154,1996950,0,4273,178,107,5000,5000,-9439,-11567,-61647,-62175,0.656,0.683,1.635,1.632
2015_082/2015-03-23T03-00-15+00-00.gz,9426,9426,2651154,1996950,0,8635,226,200,5000,7500,-6939,-9067,-59147,-59675,0.656,0.683,1.635,1.632
2015_082/2015-03-23T03-00-15+00-00.gz,14040,14040,2651154,1996950,1,12948,267,342,5000,10000,-4439,-6567,-56647,-57175,0.656,0.683,1.635,1.632
2015_082/2015-03-23T03-00-15+00-00.gz,22127,21255,2651154,1996950,1,17383,350,459,5000,1,0,0,-66646,-67174,0.656,0.683,1.635,1.632
