file,n.opp,n.opp.,n.evt,n.evt.,beads,pro,syn,pico,width,corr,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2
2013_107/258.evt,25501,25501,3237383,3172742,72,21769,1829,431,5000,2,0,0,-46994,-44699,0.405059132720105,0.419185282522996,1.37,1.337
2013_107/258.evt,27210,27210,3237383,3172742,166,23062,1944,527,5000,3,0,0,-44496,-42201,0.45638961892247,0.45638961892247,1.37,1.337
2013_107/258.evt,23343,23343,3237383,3172742,8,20072,1708,283,5000,4,0,0,-49496,-47201,0.35372864651774,0.367854796320631,1.37,1.337
2013_108/70.evt,2333,2333,2741632,2695092,118,201,1020,316,5000,0,-12319,-11583,-46996,-44701,0.658,0.657,1.37,1.337
2013_108/70.evt,4713,4713,2741632,2695092,169,2004,1222,419,5000,2500,-9819,-9083,-44496,-42201,0.658,0.657,1.37,1.337
2013_108/70.evt,11048,11048,2741632,2695092,199,7841,1428,499,5000,5000,-7319,-6583,-41996,-39701,0.658,0.657,1.37,1.337
2013_108/70.evt,21614,21614,2741632,2695092,231,17906,1662,561,5000,7500,-4819,-4083,-39496,-37201,0.658,0.657,1.37,1.337
2013_108/70.evt,33500,33500,2741632,2695092,250,29233,1910,615,5000,10000,-2319,-1583,-36996,-34701,0.658,0.657,1.37,1.337
2013_108/70.evt,42384,41679,2741632,2695092,260,37358,2131,652,5000,1,0,0,-46995,-44700,0.658,0.657,1.37,1.337
2013_108/70.evt,31764,31764,2741632,2695092,121,28559,1418,381,5000,2,0,0,-46994,-44699,0.405059132720105,0.419185282522996,1.37,1.337
2013_108/70.evt,33912,33912,2741632,2695092,171,30321,1536,461,5000,3,0,0,-44496,-42201,0.45638961892247,0.45638961892247,1.37,1.337
2013_108/70.evt,28993,28993,2741632,2695092,59,26214,1304,290,5000,4,0,0,-49496,-47201,0.35372864651774,0.367854796320631,1.37,1.337
2013_112/319.evt,8369,8369,1843456,1756672,13,7385,456,106,5000,0,-12319,-11583,-46996,-44701,0.658,0.657,1.37,1.337
2013_112/319.evt,18650,18650,1843456,1756672,30,17531,500,142,5000,2500,-9819,-9083,-44496,-42201,0.658,0.657,1.37,1.337
2013_112/319.evt,30481,30481,1843456,1756672,43,29253,524,178,5000,5000,-7319,-6583,-41996,-39701,0.658,0.657,1.37,1.337
2013_112/319.evt,41689,41689,1843456,1756672,54,40363,549,211,5000,7500,-4819,-4083,-39496,-37201,0.658,0.657,1.37,1.337
2013_112/319.evt,50699,50699,1843456,1756672,61,49214,576,237,5000,10000,-2319,-1583,-36996,-34701,0.658,0.657,1.37,1.337
2013_112/319.evt,57430,56441,1843456,1756672,68,53630,592,245,5000,1,0,0,-46995,-44700,0.658,0.657,1.37,1.337
2013_112/319.evt,50787,50787,1843456,1756672,16,47991,521,112,5000,2,0,0,-46994,-44699,0.405059132720105,0.419185282522996,1.37,1.337
2013_112/319.evt,52228,52228,1843456,1756672,30,49250,531,147,5000,3,0,0,-44496,-42201,0.45638961892247,0.45638961892247,1.37,1.337
2013_112/319.evt,48716,48716,1843456,1756672,7,46139,508,68,5000,4,0,0,-49496,-47201,0.35372864651774,0.367854796320631,1.37,1.337
2013_114/163.evt,1815,1815,1841920,1728426,30,242,485,147,5000,0,-12319,-11583,-46996,-44701,0.658,0.657,1.37,1.337
2013_114/163.evt,5345,5345,1841920,1728426,64,3197,579,209,5000,2500,-9819,-9083,-44496,-42201,0.658,0.657,1.37,1.337
2013_114/163.evt,17697,17697,1841920,1728426,87,15296,617,244,5000,5000,-7319,-6583,-41996,-39701,0.658,0.657,1.37,1.337
2013_114/163.evt,38742,38742,1841920,1728426,98,36174,638,282,5000,7500,-4819,-4083,-39496,-37201,0.658,0.657,1.37,1.337
2013_114/163.evt,59682,59682,1841920,1728426,108,56948,666,309,5000,10000,-2319,-1583,-36996,-34701,0.658,0.657,1.37,1.337
2013_114/163.evt,73849,71692,1841920,1728426,118,68398,685,334,5000,1,0,0,-46995,-44700,0.658,0.657,1.37,1.337
2013_114/163.evt,63132,63132,1841920,1728426,38,58670,632,189,5000,2,0,0,-46994,-44699,0.405059132720105,0.419185282522996,1.37,1.337
2013_114/163.evt,65539,65539,1841920,1728426,64,60873,637,228,5000,3,0,0,-44496,-42201,0.45638961892247,0.45638961892247,1.37,1.337
2013_114/163.evt,59618,59618,1841920,1728426,13,55387,621,147,5000,4,0,0,-49496,-47201,0.35372864651774,0.367854796320631,1.37,1.337
2013_115/295.evt,6866,6866,2052992,1959771,52,3566,2572,108,5000,0,-12319,-11583,-46996,-44701,0.658,0.657,1.37,1.337
2013_115/295.evt,14979,14979,2052992,1959771,97,11296,2805,160,5000,2500,-9819,-9083,-44496,-42201,0.658,0.657,1.37,1.337
2013_115/295.evt,26544,26544,2052992,1959771,144,22568,2941,208,5000,5000,-7319,-6583,-41996,-39701,0.658,0.657,1.37,1.337
2013_115/295.evt,38849,38849,2052992,1959771,162,34578,3108,250,5000,7500,-4819,-4083,-39496,-37201,0.658,0.657,1.37,1.337
2013_115/295.evt,49449,49449,2052992,1959771,182,44862,3279,294,5000,10000,-2319,-1583,-36996,-34701,0.658,0.657,1.37,1.337
2013_115/295.evt,56964,55860,2052992,1959771,196,51666,3410,305,5000,1,0,0,-46995,-44700,0.658,0.657,1.37,1.337
2013_115/295.evt,49247,49247,2052992,1959771,58,44992,2957,131,5000,2,0,0,-46994,-44699,0.405059132720105,0.419185282522996,1.37,1.337
2013_115/295.evt,50914,50914,2052992,1959771,99,46453,3034,176,5000,3,0,0,-44496,-42201,0.45638961892247,0.45638961892247,1.37,1.337
2013_115/295.evt,46882,46882,2052992,1959771,13,42862,2877,80,5000,4,0,0,-49496,-47201,0.35372864651774,0.367854796320631,1.37,1.337
2013_116/407.evt,4305,4305,2300160,2256632,471,2531,651,277,5000,0,-12319,-11583,-46996,-44701,0.658,0.657,1.37,1.337
2013_116/407.evt,11187,11187,2300160,2256632,1159,8282,782,461,5000,2500,-9819,-9083,-44496,-42201,0.658,0.657,1.37,1.337
2013_116/407.evt,20790,20790,2300160,2256632,1554,17166,897,560,5000,5000,-7319,-6583,-41996,-39701,0.658,0.657,1.37,1.337
2013_116/407.evt,31667,31667,2300160,2256632,1796,27517,1006,636,5000,7500,-4819,-4083,-39496,-37201,0.658,0.657,1.37,1.337
2013_116/407.evt,41772,41772,2300160,2256632,1944,37159,1160,693,5000,10000,-2319,-1583,-36996,-34701,0.658,0.657,1.37,1.337
2013_116/407.evt,49458,48857,2300160,2256632,2011,44532,1272,709,5000,1,0,0,-46995,-44700,0.658,0.657,1.37,1.337
2013_116/407.evt,37558,37558,2300160,2256632,487,35388,865,315,5000,2,0,0,-46994,-44699,0.405059132720105,0.419185282522996,1.37,1.337
2013_116/407.evt,40314,40314,2300160,2256632,1142,37150,931,480,5000,3,0,0,-44496,-42201,0.45638961892247,0.45638961892247,1.37,1.337
2013_116/407.evt,34420,34420,2300160,2256632,34,33081,790,123,5000,4,0,0,-49496,-47201,0.35372864651774,0.367854796320631,1.37,1.337
2013_117/392.evt,7004,7004,2528640,2459344,59,5607,798,135,5000,0,-12319,-11583,-46996,-44701,0.658,0.657,1.37,1.337
2013_117/392.evt,16915,16915,2528640,2459344,102,15261,888,185,5000,2500,-9819,-9083,-44496,-42201,0.658,0.657,1.37,1.337
2013_117/392.evt,29656,29656,2528640,2459344,128,27766,966,244,5000,5000,-7319,-6583,-41996,-39701,0.658,0.657,1.37,1.337
2013_117/392.evt,42553,42553,2528640,2459344,147,40427,1048,300,5000,7500,-4819,-4083,-39496,-37201,0.658,0.657,1.37,1.337
2013_117/392.evt,53814,53814,2528640,2459344,169,51415,1146,351,5000,10000,-2319,-1583,-36996,-34701,0.658,0.657,1.37,1.337
2013_117/392.evt,62312,61380,2528640,2459344,176,59234,1207,367,5000,1,0,0,-46995,-44700,0.658,0.657,1.37,1.337
2013_117/392.evt,52181,52181,2528640,2459344,63,50088,938,159,5000,2,0,0,-46994,-44699,0.405059132720105,0.419185282522996,1.37,1.337
2013_117/392.evt,54248,54248,2528640,2459344,105,51947,981,207,5000,3,0,0,-44496,-42201,0.45638961892247,0.45638961892247,1.37,1.337
2013_117/392.evt,49409,49409,2528640,2459344,20,47541,892,93,5000,4,0,0,-49496,-47201,0.35372864651774,0.367854796320631,1.37,1.337
2013_118/393.evt,11317,11317,2128128,2019140,150,10644,248,99,5000,0,-12319,-11583,-46996,-44701,0.658,0.657,1.37,1.337
2013_118/393.evt,21981,21981,2128128,2019140,258,21096,274,143,5000,2500,-9819,-9083,-44496,-42201,0.658,0.657,1.37,1.337
2013_118/393.evt,31628,31628,2128128,2019140,312,30604,290,175,5000,5000,-7319,-6583,-41996,-39701,0.658,0.657,1.37,1.337
