V1,V2
13082.3946461975,16496.2876858501
5335.03259531384,12505.6400093786
4417.02702338293,3984.14214646664
7627.0674756066,-982.29549659832
15294.224346716,181.894145708366
21508.9799909411,5097.87585596559
20906.7536696644,14656.7291814658
18003.784477148,16462.496097823
