file,i,n.opp,n.opp2,n.evt,n.evt.,beads,pro,syn,pico,origin,offset.small.D1,offset.large.D1,offset.small.D2,offset.large.D2,width
2013_106/364.evt,97.5,22727,22727,1883264,1814930,96,20673,210,283,0,-1147,-48080,-1003,-48222,2500
2013_106/364.evt,2.5,118852,24526,1883264,1814930,95,21312,214,277,0,1147,-20025,1004,-16727,2500
2013_107/258.evt,mean,23200,23200,3237383,3172742,157,19478,1497,427,0,0,-34029,0,-32498,2500
2013_107/258.evt,97.5,21455,21455,3237383,3172742,157,18539,1473,427,0,-1147,-48080,-1003,-48222,2500
2013_107/258.evt,2.5,126703,24802,3237383,3172742,157,20301,1523,430,0,1147,-20025,1004,-16727,2500
2013_108/70.evt,mean,29054,29054,2741632,2695092,133,26055,1236,345,0,0,-34029,0,-32498,2500
2013_108/70.evt,97.5,26434,26434,2741632,2695092,133,23792,1205,344,0,-1147,-48080,-1003,-48222,2500
2013_108/70.evt,2.5,110260,31232,2741632,2695092,134,27835,1270,348,0,1147,-20025,1004,-16727,2500
2013_112/319.evt,mean,40786,40786,1843456,1756672,31,37614,315,152,0,0,-34029,0,-32498,2500
2013_112/319.evt,97.5,38550,38550,1843456,1756672,31,36855,312,168,0,-1147,-48080,-1003,-48222,2500
2013_112/319.evt,2.5,191594,42708,1843456,1756672,30,38143,321,145,0,1147,-20025,1004,-16727,2500
2013_114/163.evt,mean,56159,56159,1841920,1728426,57,51751,420,204,0,0,-34029,0,-32498,2500
2013_114/163.evt,97.5,51339,51339,1841920,1728426,57,49043,418,210,0,-1147,-48080,-1003,-48222,2500
2013_114/163.evt,2.5,217365,59736,1841920,1728426,57,53316,422,200,0,1147,-20025,1004,-16727,2500
2013_115/295.evt,mean,40311,40311,2052992,1959771,104,37049,1944,184,0,0,-34029,0,-32498,2500
2013_115/295.evt,97.5,37857,37857,2052992,1959771,104,35086,1930,190,0,-1147,-48080,-1003,-48222,2500
2013_115/295.evt,2.5,186153,42242,2052992,1959771,104,38398,1961,175,0,1147,-20025,1004,-16727,2500
2013_116/407.evt,mean,33073,33073,2300160,2256632,1024,30448,717,373,0,0,-34029,0,-32498,2500
2013_116/407.evt,97.5,30960,30960,2300160,2256632,1028,28375,702,375,0,-1147,-48080,-1003,-48222,2500
2013_116/407.evt,2.5,111014,34931,2300160,2256632,1024,94100,733,371,0,1147,-20025,1004,-16727,2500
2013_117/392.evt,mean,41792,41792,2528640,2459344,93,39954,599,191,0,0,-34029,0,-32498,2500
2013_117/392.evt,97.5,39183,39183,2528640,2459344,93,37848,590,201,0,-1147,-48080,-1003,-48222,2500
2013_117/392.evt,2.5,163775,44139,2528640,2459344,94,41627,610,183,0,1147,-20025,1004,-16727,2500
2013_118/393.evt,mean,35872,35872,2128128,2019140,201,32937,159,118,0,0,-34029,0,-32498,2500
2013_118/393.evt,97.5,34093,34093,2128128,2019140,202,32474,157,116,0,-1147,-48080,-1003,-48222,2500
2013_118/393.evt,2.5,204237,37279,2128128,2019140,202,33354,159,118,0,1147,-20025,1004,-16727,2500
2013_120/231.evt,mean,33103,33103,1989632,1908106,339,30580,643,512,0,0,-34029,0,-32498,2500
2013_120/231.evt,97.5,30322,30322,1989632,1908106,340,27864,634,512,0,-1147,-48080,-1003,-48222,2500
2013_120/231.evt,2.5,156459,35306,1989632,1908106,338,120585,657,512,0,1147,-20025,1004,-16727,2500
2013_121/286.evt,mean,44110,44110,2904514,2798552,56,40623,507,172,0,0,-34029,0,-32498,2500
2013_121/286.evt,97.5,40146,40146,2904514,2798552,56,38337,504,176,0,-1147,-48080,-1003,-48222,2500
2013_121/286.evt,2.5,223514,47376,2904514,2798552,56,42081,513,172,0,1147,-20025,1004,-16727,2500
2013_124/409.evt,mean,4057,4057,531793,515906,57,3360,8,40,0,0,-34029,0,-32498,2500
2013_124/409.evt,97.5,3683,3683,531793,515906,57,3219,8,40,0,-1147,-48080,-1003,-48222,2500
2013_124/409.evt,2.5,31415,4381,531793,515906,57,3453,9,39,0,1147,-20025,1004,-16727,2500
