file,i,n.opp,n.opp2,n.evt,n.evt.,beads,pro,syn,pico,origin,offset.small.D1,offset.large.D1,offset.small.D2,offset.large.D2,width
2013_118/393.evt,97.5,36102,36102,2128128,2019140,207,33108,160,122,0,0,-50380,0,-50598,2500
2013_118/393.evt,2.5,35637,35637,2128128,2019140,202,32767,156,113,0,0,-19626,0,-15587,2500
2013_120/231.evt,mean,33103,33103,1989632,1908106,339,30580,643,512,0,0,-35003,0,-33092,2500
2013_120/231.evt,97.5,33387,33387,1989632,1908106,342,30824,662,518,0,0,-50380,0,-50598,2500
2013_120/231.evt,2.5,32787,32787,1989632,1908106,339,30300,632,506,0,0,-19626,0,-15587,2500
2013_121/286.evt,mean,44108,44108,2904514,2798552,56,40623,507,171,0,0,-35003,0,-33092,2500
2013_121/286.evt,97.5,44396,44396,2904514,2798552,57,40855,514,176,0,0,-50380,0,-50598,2500
2013_121/286.evt,2.5,43840,43840,2904514,2798552,57,40406,504,170,0,0,-19626,0,-15587,2500
2013_124/409.evt,mean,4057,4057,531793,515906,57,3360,8,40,0,0,-35003,0,-33092,2500
2013_124/409.evt,97.5,4102,4102,531793,515906,58,3388,11,40,0,0,-50380,0,-50598,2500
2013_124/409.evt,2.5,4019,4019,531793,515906,58,3332,8,40,0,0,-19626,0,-15587,2500
