file,n.opp,n.opp.,n.evt,n.evt.,beads,pro,syn,pico,width,corr,offset.small.D1,offset.small.D2,offset.large.D1,offset.large.D2,notch.small.D1,notch.small.D2,notch.large.D1,notch.large.D2
2011_276/207.evt,9910,9910,2777472,2770380,2,6357,267,896,5000,2500,-3514,-3820,-36129,-34969,0.658,0.657,1.37,1.337
2011_276/207.evt,16766,16766,2777472,2770380,2,12270,323,1109,5000,5000,-1014,-1320,-33629,-32469,0.658,0.657,1.37,1.337
2011_276/207.evt,94042,23836,2777472,2770380,2,18448,384,1257,5000,7500,1486,1180,-31129,-29969,0.658,0.657,1.37,1.337
2011_276/207.evt,330275,30271,2777472,2770380,3,24125,435,1340,5000,10000,3986,3680,-28629,-27469,0.658,0.657,1.37,1.337
2011_276/207.evt,20171,20038,2777472,2770380,2,15296,350,1075,5000,1,0,0,-38628,-37468,0.658,0.657,1.37,1.337
2011_276/207.evt,15806,15806,2777472,2770380,0,12330,274,616,5000,2,0,0,-38627,-37467,0.526720223541739,0.51903597624869,1.37,1.337
2011_276/207.evt,17923,17923,2777472,2770380,2,13635,307,937,5000,3,0,0,-36129,-34969,0.581295843520782,0.581295843520782,1.37,1.337
2011_276/207.evt,13636,13636,2777472,2770380,0,11043,236,221,5000,4,0,0,-41129,-39969,0.472144603562696,0.464460356269647,1.37,1.337
2011_276/224.evt,4143,4143,2752882,2745368,0,1570,270,555,5000,0,-6014,-6320,-38629,-37469,0.658,0.657,1.37,1.337
2011_276/224.evt,9201,9201,2752882,2745368,2,5514,330,877,5000,2500,-3514,-3820,-36129,-34969,0.658,0.657,1.37,1.337
2011_276/224.evt,15927,15927,2752882,2745368,3,11332,411,1089,5000,5000,-1014,-1320,-33629,-32469,0.658,0.657,1.37,1.337
2011_276/224.evt,93169,22976,2752882,2745368,3,19594,472,1212,5000,7500,1486,1180,-31129,-29969,0.658,0.657,1.37,1.337
2011_276/224.evt,325622,29314,2752882,2745368,3,31178,526,1313,5000,10000,3986,3680,-28629,-27469,0.658,0.657,1.37,1.337
2011_276/224.evt,19348,19208,2752882,2745368,2,14450,439,1052,5000,1,0,0,-38628,-37468,0.658,0.657,1.37,1.337
2011_276/224.evt,15129,15129,2752882,2745368,0,11638,339,593,5000,2,0,0,-38627,-37467,0.526720223541739,0.51903597624869,1.37,1.337
2011_276/224.evt,17134,17134,2752882,2745368,2,12899,377,904,5000,3,0,0,-36129,-34969,0.581295843520782,0.581295843520782,1.37,1.337
2011_276/224.evt,13126,13126,2752882,2745368,0,10446,303,215,5000,4,0,0,-41129,-39969,0.472144603562696,0.464460356269647,1.37,1.337
2011_276/322.evt,4105,4105,2675072,2665081,2,1602,226,619,5000,0,-6014,-6320,-38629,-37469,0.658,0.657,1.37,1.337
2011_276/322.evt,9170,9170,2675072,2665081,5,5701,281,912,5000,2500,-3514,-3820,-36129,-34969,0.658,0.657,1.37,1.337
2011_276/322.evt,15918,15918,2675072,2665081,6,11679,332,1110,5000,5000,-1014,-1320,-33629,-32469,0.658,0.657,1.37,1.337
2011_276/322.evt,113460,22925,2675072,2665081,8,18742,370,1239,5000,7500,1486,1180,-31129,-29969,0.658,0.657,1.37,1.337
2011_276/322.evt,389823,28951,2675072,2665081,9,25238,403,1341,5000,10000,3986,3680,-28629,-27469,0.658,0.657,1.37,1.337
2011_276/322.evt,19394,19190,2675072,2665081,6,14913,348,1120,5000,1,0,0,-38628,-37468,0.658,0.657,1.37,1.337
2011_276/322.evt,15509,15509,2675072,2665081,2,12225,280,661,5000,2,0,0,-38627,-37467,0.526720223541739,0.51903597624869,1.37,1.337
2011_276/322.evt,17393,17393,2675072,2665081,5,13455,310,956,5000,3,0,0,-36129,-34969,0.581295843520782,0.581295843520782,1.37,1.337
2011_276/322.evt,13530,13530,2675072,2665081,0,11009,246,306,5000,4,0,0,-41129,-39969,0.472144603562696,0.464460356269647,1.37,1.337
2011_276/330.evt,4189,4189,2679552,2670137,1,1740,203,657,5000,0,-6014,-6320,-38629,-37469,0.658,0.657,1.37,1.337
2011_276/330.evt,9436,9436,2679552,2670137,2,6071,251,942,5000,2500,-3514,-3820,-36129,-34969,0.658,0.657,1.37,1.337
2011_276/330.evt,16464,16464,2679552,2670137,2,12349,301,1131,5000,5000,-1014,-1320,-33629,-32469,0.658,0.657,1.37,1.337
2011_276/330.evt,111356,23506,2679552,2670137,3,87384,330,1255,5000,7500,1486,1180,-31129,-29969,0.658,0.657,1.37,1.337
2011_276/330.evt,386316,29641,2679552,2670137,3,303386,369,1334,5000,10000,3986,3680,-28629,-27469,0.658,0.657,1.37,1.337
2011_276/330.evt,20008,19857,2679552,2670137,2,15665,323,1137,5000,1,0,0,-38628,-37468,0.658,0.657,1.37,1.337
2011_276/330.evt,16107,16107,2679552,2670137,1,12916,253,707,5000,2,0,0,-38627,-37467,0.526720223541739,0.51903597624869,1.37,1.337
2011_276/330.evt,17968,17968,2679552,2670137,2,14177,278,982,5000,3,0,0,-36129,-34969,0.581295843520782,0.581295843520782,1.37,1.337
2011_276/330.evt,13996,13996,2679552,2670137,1,11563,236,318,5000,4,0,0,-41129,-39969,0.472144603562696,0.464460356269647,1.37,1.337
2011_276/340.evt,4775,4775,2696820,2687993,1,2099,220,594,5000,0,-6014,-6320,-38629,-37469,0.658,0.657,1.37,1.337
2011_276/340.evt,10290,10290,2696820,2687993,1,6740,262,874,5000,2500,-3514,-3820,-36129,-34969,0.658,0.657,1.37,1.337
2011_276/340.evt,17223,17223,2696820,2687993,1,12922,305,1048,5000,5000,-1014,-1320,-33629,-32469,0.658,0.657,1.37,1.337
2011_276/340.evt,111969,24255,2696820,2687993,1,19671,345,1178,5000,7500,1486,1180,-31129,-29969,0.658,0.657,1.37,1.337
2011_276/340.evt,392429,30354,2696820,2687993,1,25792,387,1258,5000,10000,3986,3680,-28629,-27469,0.658,0.657,1.37,1.337
2011_276/340.evt,20686,20532,2696820,2687993,1,16121,325,1044,5000,1,0,0,-38628,-37468,0.658,0.657,1.37,1.337
2011_276/340.evt,16669,16669,2696820,2687993,1,13278,267,642,5000,2,0,0,-38627,-37467,0.526720223541739,0.51903597624869,1.37,1.337
2011_276/340.evt,18596,18596,2696820,2687993,1,14565,287,904,5000,3,0,0,-36129,-34969,0.581295843520782,0.581295843520782,1.37,1.337
2011_276/340.evt,14664,14664,2696820,2687993,0,12033,243,301,5000,4,0,0,-41129,-39969,0.472144603562696,0.464460356269647,1.37,1.337
2011_276/455.evt,4694,4694,3175424,3158292,1,899,203,247,5000,0,-6014,-6320,-38629,-37469,0.658,0.657,1.37,1.337
2011_276/455.evt,10129,10129,3175424,3158292,1,2083,252,378,5000,2500,-3514,-3820,-36129,-34969,0.658,0.657,1.37,1.337
2011_276/455.evt,17025,17025,3175424,3158292,1,3003,310,439,5000,5000,-1014,-1320,-33629,-32469,0.658,0.657,1.37,1.337
2011_276/455.evt,171889,24025,3175424,3158292,1,3706,361,478,5000,7500,1486,1180,-31129,-29969,0.658,0.657,1.37,1.337
2011_276/455.evt,583731,29573,3175424,3158292,1,4317,390,505,5000,10000,3986,3680,-28629,-27469,0.658,0.657,1.37,1.337
2011_276/455.evt,20799,20528,3175424,3158292,1,3375,335,407,5000,1,0,0,-38628,-37468,0.658,0.657,1.37,1.337
2011_276/455.evt,16928,16928,3175424,3158292,1,2831,263,255,5000,2,0,0,-38627,-37467,0.526720223541739,0.51903597624869,1.37,1.337
2011_276/455.evt,18815,18815,3175424,3158292,1,3076,298,389,5000,3,0,0,-36129,-34969,0.581295843520782,0.581295843520782,1.37,1.337
2011_276/455.evt,15013,15013,3175424,3158292,0,2605,230,94,5000,4,0,0,-41129,-39969,0.472144603562696,0.464460356269647,1.37,1.337
2011_276/468.evt,5398,5398,3201107,3184309,0,2448,231,429,5000,0,-6014,-6320,-38629,-37469,0.658,0.657,1.37,1.337
2011_276/468.evt,11065,11065,3201107,3184309,1,7181,314,619,5000,2500,-3514,-3820,-36129,-34969,0.658,0.657,1.37,1.337
2011_276/468.evt,18041,18041,3201107,3184309,2,13431,385,720,5000,5000,-1014,-1320,-33629,-32469,0.658,0.657,1.37,1.337
2011_276/468.evt,168107,25013,3201107,3184309,2,20564,456,800,5000,7500,1486,1180,-31129,-29969,0.658,0.657,1.37,1.337
2011_276/468.evt,566162,30494,3201107,3184309,2,26883,508,856,5000,10000,3986,3680,-28629,-27469,0.658,0.657,1.37,1.337
2011_276/468.evt,21646,21410,3201107,3184309,0,16773,416,689,5000,1,0,0,-38628,-37468,0.658,0.657,1.37,1.337
2011_276/468.evt,17768,17768,3201107,3184309,0,13971,329,454,5000,2,0,0,-38627,-37467,0.526720223541739,0.51903597624869,1.37,1.337
2011_276/468.evt,19616,19616,3201107,3184309,1,15232,370,633,5000,3,0,0,-36129,-34969,0.581295843520782,0.581295843520782,1.37,1.337
